season,team1_id,team1_score,team2_id,team2_score,numot,team1_seed,team2_seed,host_site,host_lat,host_long,team1_lat,team2_lat,team1_long,team2_long,team1_teamname,team2_teamname,team1_fg2pct,team2_fg2pct,team1_fg3pct,team2_fg3pct,team1_ftpct,team2_ftpct,team1_blockpct,team2_blockpct,team1_oppfg2pct,team2_oppfg2pct,team1_oppfg3pct,team2_oppfg3pct,team1_oppftpct,team2_oppftpct,team1_oppblockpct,team2_oppblockpct,team1_f3grate,team2_f3grate,team1_oppf3grate,team2_oppf3grate,team1_arate,team2_arate,team1_opparate,team2_opparate,team1_stlrate,team2_stlrate,team1_oppstlrate,team2_oppstlrate,team1_tempo,team2_tempo,team1_adjtempo,team2_adjtempo,team1_oe,team2_oe,team1_adjoe,team2_adjoe,team1_de,team2_de,team1_adjde,team2_adjde,team1_ap_preseason,team2_ap_preseason,team1_ap_final,team2_ap_final,team1_coaches_preseason,team2_coaches_preseason,team1_coaches_before_final,team2_coaches_before_final,team1_rpi_rating,team2_rpi_rating,team1_coach_id,team2_coach_id,team1_coach_name,team2_coach_name,team1_pt_school_ncaa,team2_pt_school_ncaa,team1_pt_overall_ncaa,team2_pt_overall_ncaa,team1_pt_school_s16,team2_pt_school_s16,team1_pt_overall_s16,team2_pt_overall_s16,team1_pt_school_ff,team2_pt_school_ff,team1_pt_overall_ff,team2_pt_overall_ff,team1_pt_career_school_wins,team2_pt_career_school_wins,team1_pt_career_school_losses,team2_pt_career_school_losses,team1_pt_career_overall_losses,team2_pt_career_overall_losses,team1_pt_team_season_wins,team2_pt_team_season_wins,team1_pt_team_season_losses,team2_pt_team_season_losses,team1_pt_coach_season_wins,team2_pt_coach_season_wins,team1_pt_coach_season_losses,team2_pt_coach_season_losses
2002,1326,69,1172,64,0,4,13,Albuquerque,35.1107,-106.61,39.998389,35.500006,-83.009001,-80.845236,Ohio St.,Davidson,52.589,46.7928,37.5536,34.6278,67.5472,69.0299,6.8306,9.1155,49.9089,41.2455,32.0624,33.7736,70.1149,74.6711,8.8997,8.0967,27.3796,39.3881,34.4478,32.3565,58.5455,61.6085,54.8431,48.1132,0.0904,0.0898,0.0744,0.1109,66.3782,68.8836,68.1862,66.7211,111.3386,98.0026,115.5508,99.8067,96.5748,97.679,96.7318,95.7897,,,14,,,,12,,0.605,0.581,jim-obrien-1,bob-mckillop-1,Jim O'Brien,Bob McKillop,3,1,6,1,1,0,2,0,1,0,1,0,336,205,56,170,273,170,23,21,7,9,23,21,7,9
2002,1332,81,1285,62,0,2,15,Sacramento,38.5556,-121.4689,44.044515,46.861074,-123.07398,-113.98294,Oregon,Montana,52.352,50.9,42.2096,34.8754,77.0784,67.6471,7.0243,9.935,46.4879,47.0752,34.3013,38.087,67.9767,68.0758,6.6009,8.9,34.8814,35.9795,26.0274,34.8063,57.085,59.4326,45.2563,60.4683,0.099,0.0755,0.0927,0.0923,73.3053,70.0308,72.3868,70.0751,116.3415,101.9545,116.6486,100.4848,96.8665,105.0276,95.8647,104.8021,,,11,,,,11,,0.593,0.553,ernie-kent-1,don-holst-1,Ernie Kent,Don Holst,1,0,2,0,0,0,0,0,0,0,0,0,181,57,57,55,137,55,23,16,8,14,23,16,8,14
2002,1390,84,1443,68,0,8,9,St. Louis,38.6272,-90.1978,37.431746,36.985718,-122.182212,-86.455898,Stanford,Western Kentucky,50.6173,50.8026,34.0461,38.5965,69.9877,69.1928,10.1961,8.3048,45.098,46.3185,35.0746,32.8657,69.4486,66.3283,6.5844,8.2153,33.3516,39.2427,29.5969,29.934,58.3942,56.4838,51.114,45.8156,0.0701,0.0995,0.0986,0.091,71.4355,69.0281,71.2398,69.0067,112.5213,109.1221,113.9578,107.4561,99.801,92.5488,96.3122,94.335,13,,24,19,13,,23,20,0.578,0.492,mike-montgomery-1,dennis-felton-1,Mike Montgomery,Dennis Felton,9,1,9,1,3,0,3,0,1,0,1,0,491,76,156,44,233,44,19,28,9,3,19,28,9,3
2002,1409,71,1266,69,0,12,5,St. Louis,38.6272,-90.1978,36.151887,43.038765,-95.945175,-87.928122,Tulsa,Marquette,51.0526,50.3971,40.2262,37.9386,75.389,69.1667,11.2177,10.0983,46.3469,44.7721,34.8276,32.0814,68.0251,65.3716,9.0226,7.4368,31.7599,24.7691,29.9742,36.3481,60.5603,52.8129,51.9277,59.4901,0.1094,0.1259,0.0945,0.0925,71.3555,67.3809,71.285,66.3464,112.0819,108.5643,111.68,110.5513,96.5354,90.0151,98.0707,90.5247,,,,12,,,,10,0.592,0.599,john-phillips-1,tom-crean-1,John Phillips,Tom Crean,0,0,0,0,0,0,0,0,0,0,0,0,26,56,6,34,6,34,26,26,6,6,26,26,6,6
2002,1423,93,1425,89,1,13,4,Sacramento,38.5556,-121.4689,34.225223,34.021058,-77.875527,-118.283858,UNC Wilmington,USC,46.4905,47.7411,37.3311,34.6552,68.855,69.242,9.0513,11.2281,45.3438,47.2807,32.0883,33.6842,67.2468,68.3688,8.6705,6.8105,32.8342,28.1144,33.8895,36.8421,57.7806,55.4455,54.7887,58.4535,0.128,0.1236,0.0931,0.0694,64.2049,71.6328,64.534,71.328,104.1599,107.3489,104.5005,110.6461,93.3916,95.4624,93.829,91.1034,,20,,18,,20,,16,0.574,0.609,jerry-wainwright-1,henry-bibby-1,Jerry Wainwright,Henry Bibby,1,2,1,2,0,1,0,1,0,0,0,0,135,104,102,85,102,85,22,22,9,9,22,22,9,9
2002,1448,83,1337,74,0,7,10,Sacramento,38.5556,-121.4689,36.135301,34.041912,-80.279004,-118.707677,Wake Forest,Pepperdine,52.8839,49.5746,36.6412,36.4516,73.8192,71.4729,9.9499,12.603,49.32,43.7397,34.4307,36.7893,68.7764,72.1704,6.5323,5.7231,31.2798,32.4098,34.2897,33.0022,55.2448,48.4429,53.2979,57.3901,0.0879,0.0933,0.1039,0.0752,73.2075,74.1445,71.5241,74.1163,110.6312,107.0549,115.7479,108.5752,103.9414,99.0433,100.3366,96.7807,,,,,,,,,0.595,0.597,skip-prosser-1,paul-westphal-1,Skip Prosser,Paul Westphal,0,0,5,0,0,0,0,0,0,0,0,0,185,22,12,8,90,8,20,22,12,8,20,22,12,8
2002,1461,73,1211,66,0,11,6,Albuquerque,35.1107,-106.61,41.311943,47.668144,-105.57204,-117.403062,Wyoming,Gonzaga,50.6349,50.1169,30.8962,39.0706,69.6822,73.2446,10.4355,8.7981,43.1389,41.791,36.2205,33.2335,70.8783,68.5668,8.8095,7.7163,25.1781,31.1695,29.4493,34.4152,51.8856,57.8161,53.8787,50,0.096,0.0804,0.1068,0.0813,69.6172,70.978,70.4124,70.1758,105.3654,112.7484,106.037,115.1777,97.0568,93.6616,96.6601,96.3415,,,,6,,,,6,0.567,0.579,steve-mcclain-1,mark-few-1,Steve McClain,Mark Few,0,2,0,2,0,2,0,2,0,0,0,0,78,81,40,19,40,19,21,29,8,3,21,29,8,3
2002,1143,82,1335,75,0,6,11,Pittsburgh,40.4417,-80,37.871519,39.951002,-122.260401,-75.193618,California,Penn,51.6746,53.0948,31.4286,39.8801,67.713,73.2348,11.9891,9.2308,46.1399,44.8718,34.3701,33.5559,66.6174,71.8808,7.0973,7.9304,32.1796,39.2122,36.8693,33.8609,58.3234,68.8344,59.6708,55.0964,0.1143,0.0979,0.0729,0.1035,68.9445,65.6728,68.0084,66.893,104.0471,109.5414,108.4214,106.9622,94.9897,94.2234,93.0913,95.1915,,,,,,,,,0.593,0.61,ben-braun-1,fran-dunphy-1,Ben Braun,Fran Dunphy,2,5,5,5,1,0,2,0,0,0,0,0,301,231,69,128,202,128,22,25,8,6,22,25,8,6
2002,1153,90,1131,52,0,1,16,Pittsburgh,40.4417,-80,39.131159,42.349581,-84.51428,-71.09984,Cincinnati,Boston University,50.7363,45.4167,36.2218,35.8025,70.9178,68.8172,10.2265,7.7994,40.4942,42.8041,29.5848,33.0893,68.2848,68.2443,6.2249,10.3333,27.8609,32.0883,28.4029,38.8068,48.7073,53.3422,44.8095,55.0218,0.069,0.0913,0.0657,0.1041,68.4368,65.0025,68.7152,65.8612,112.2741,102.6611,115.7842,99.5634,86.3924,95.6198,88.0357,101.1011,,,5,,,,5,,0.664,0.579,bob-huggins-1,dennis-wolff-1,Bob Huggins,Dennis Wolff,10,1,11,1,4,0,4,0,1,0,1,0,427,129,100,106,146,106,30,22,3,9,30,22,3,9
2002,1163,78,1214,67,0,2,15,Washington,38.8951,-77.0367,41.808215,37.022082,-72.249537,-76.337649,Connecticut,Hampton,50.4627,53.4684,39.3862,35.5,69.6315,66.8774,15.6499,8.8716,40.5836,49.6498,32.3442,30.2362,71.151,67.5325,8.575,6.703,19.4334,31.864,30.8891,33.0729,50.823,50.3893,55.7831,50.3614,0.1035,0.1131,0.091,0.0952,71.8605,70.1835,70.3456,70.2842,106.1949,112.2398,108.1906,107.6656,93.6429,98.9916,91.5948,103.7417,,,10,,,,13,,0.627,0.511,jim-calhoun-1,steve-merfeld-1,Jim Calhoun,Steve Merfeld,9,1,14,1,7,0,7,0,1,0,1,0,623,90,149,56,286,56,24,26,6,6,24,26,6,6
2002,1166,83,1196,82,2,12,5,Chicago,41.8369,-87.6847,41.265325,29.638248,-95.947029,-82.361195,Creighton,Florida,51.157,53.1829,37.1567,35.2584,73.037,69.7234,10.6112,12,45.6706,44.4255,38.8193,33.2779,73.3229,68.4039,5.9504,7.1716,33.8436,34.6498,32.1819,33.8401,57.4794,58.1839,54.4371,59.6953,0.1174,0.1361,0.1035,0.0993,68.1765,71.8971,68.6093,71.4041,109.6425,110.4177,109.7891,112.9069,98.2993,91.125,99.2335,90.4288,,6,,15,,6,,14,0.572,0.536,dana-altman-1,billy-donovan-1,Dana Altman,Billy Donovan,3,3,4,3,0,2,0,2,0,1,0,1,228,159,94,64,161,84,22,22,8,8,22,22,8,8
2002,1208,85,1293,68,0,3,14,Chicago,41.8369,-87.6847,33.943487,36.61241,-83.373847,-88.323493,Georgia,Murray St.,50.7961,49.476,32.2807,32.0066,74.3066,71.8861,9.4293,12.5,50.0414,50.085,31.0145,34.1818,66.6058,70.5056,9.022,7.0359,30.1747,31.0985,36.3349,31.8656,56.9087,49.2974,56.2882,57.6577,0.1259,0.1051,0.1055,0.1074,70.6786,72.066,70.9604,70.7761,108.4477,106.5064,114.569,104.1288,100.5115,103.1195,96.9263,104.2136,,,23,,,,,,0.612,0.609,jim-harrick-1,tevester-anderson-1,Jim Harrick,Tevester Anderson,1,1,15,1,0,0,4,0,0,0,1,0,450,86,44,39,226,39,21,19,9,12,21,19,9,12
2002,1228,93,1361,64,0,4,13,Chicago,41.8369,-87.6847,39.730827,32.77525,-90.246256,-117.071228,Illinois,San Diego St.,52.7419,50.104,36.7052,35.75,74.0139,65.6676,11.1111,9.6463,45.7053,47.4277,34.0087,33.3333,66.3158,68.0745,8.1452,7.8309,35.8178,21.7037,35.2551,30.9656,64.978,51.5012,55.092,56.1856,0.1049,0.094,0.0793,0.111,70.3965,70.8861,70.701,71.2003,109.6636,103.1405,111.9148,104.1575,96.4559,98.7068,92.7977,95.2062,3,,13,,3,,16,,0.622,0.504,bill-self-1,steve-fisher-1,Bill Self,Steve Fisher,1,0,3,7,1,0,2,4,0,0,0,3,180,225,16,48,97,129,24,21,8,11,24,21,8,11
2002,1268,85,1373,70,0,1,16,Washington,38.8951,-77.0367,38.988607,42.718586,-76.939704,-73.75153,Maryland,Siena,51.9185,45.6127,37.4138,34.626,72.5616,74.4032,13.6106,11.3308,43.6673,42.6616,31.6597,33.6399,68.118,69.6471,7.6739,10.5144,25.8007,35.3229,31.1198,36.657,65.928,54.5135,53.1522,57.8947,0.1118,0.0778,0.0941,0.102,75.2758,68.8425,75.418,67.7359,113.1674,98.693,116.2551,98.6102,94.3706,96.3688,91.5424,99.6885,2,,4,,2,,4,,0.659,0.587,gary-williams-1,rob-lanier-1,Gary Williams,Rob Lanier,8,0,11,0,5,0,7,0,1,0,1,0,475,16,143,18,271,18,26,16,4,18,26,16,4,18
2002,1280,70,1270,58,0,3,14,Dallas,32.7767,-96.797,33.425002,30.180762,-88.879658,-93.215648,Mississippi St.,McNeese St.,53.1117,46.7756,34.8457,36.7033,65.285,65.3846,9.0375,13.3097,47.0242,44.3656,30.0985,33.4052,68.7813,61.9938,6.7185,7.8246,28.0407,28.1211,34.3147,29.164,60.0212,52.18,46.6042,48.855,0.1191,0.1218,0.1114,0.1118,70.0123,68.6084,69.2387,66.805,104.5274,102.226,109.3856,102.3383,94.7267,92.412,91.6294,95.3549,,,17,,,,18,,0.629,0.464,rick-stansbury-1,tic-price-1,Rick Stansbury,Tic Price,0,0,0,1,0,0,0,0,0,0,0,0,78,114,49,8,49,62,26,21,7,8,26,21,7,8
2002,1301,69,1277,58,0,7,10,Washington,38.8951,-77.0367,35.785111,42.72476,-78.674517,-84.473639,North Carolina St.,Michigan St.,51.4512,48.8294,35.9638,39.3013,75.5047,77.0035,5.6648,8.9337,49.5673,46.0134,31.4126,29.7533,73.6626,72.1925,9.7625,8.7793,40.4712,27.6904,29.7402,39.8266,63.2677,57.3298,54.8185,57.1637,0.1136,0.0776,0.0984,0.1109,69.9059,64.8413,68.8094,64.5618,108.3939,107.5694,109.9085,111.2209,96.7003,98.5233,93.5746,95.8615,,15,,,,15,25,,0.585,0.56,herb-sendek-1,tom-izzo-1,Herb Sendek,Tom Izzo,0,4,1,4,0,4,0,4,0,3,0,3,171,167,84,64,110,64,22,19,10,11,22,19,10,11
2002,1328,71,1227,63,0,2,15,Dallas,32.7767,-96.797,35.208152,41.872651,-97.445692,-87.651145,Oklahoma,Illinois Chicago,48.2265,44.7068,35.0148,40.1695,76.676,65.8409,9.6264,3.5893,44.8994,50.1669,29.9296,33.7037,68.5611,69.9104,8.1518,11.1564,29.5484,32.4532,28.9796,31.0702,51.1375,52.0356,55.4717,55.9387,0.1293,0.0805,0.0824,0.0855,69.3604,68.5598,68.4844,68.9228,111.0435,105.7122,110.4555,106.9515,91.4413,104.3741,88.5941,103.9632,25,,3,,25,,3,,0.655,0.577,kelvin-sampson-1,jimmy-collins-1,Kelvin Sampson,Jimmy Collins,7,1,8,1,1,0,1,0,0,0,0,0,286,86,73,91,176,91,27,20,4,13,27,20,4,13
2002,1338,71,1148,54,0,3,14,Pittsburgh,40.4417,-80,40.444502,41.690258,-79.954692,-72.770094,Pittsburgh,Central Connecticut,54.7988,48.8776,32.2581,35.0126,60.4527,73.6011,11.9175,8.2665,44.6142,46.6292,28.8217,30.832,69.5222,62.1505,9.4427,7.3135,34.5491,22.3285,32.4213,32.9747,63.5776,51.5971,54.902,52.4675,0.0991,0.0989,0.0792,0.1063,66.5007,67.3755,65.6775,65.6751,107.3403,105.115,110.257,98.4339,90.1442,92.1765,91.6547,96.3931,,,9,,,,7,,0.608,0.52,ben-howland-1,howie-dickenman-1,Ben Howland,Howie Dickenman,0,1,1,1,0,0,0,0,0,0,0,0,136,97,34,78,95,78,27,27,5,4,27,27,5,4
2002,1356,76,1403,68,0,11,6,Chicago,41.8369,-87.6847,37.71921,33.580309,-89.217618,-101.876917,Southern Illinois,Texas Tech,49.9339,48.7275,36.6057,37.6289,61.9318,68.2292,11.8257,8.8332,42.047,44.8253,35.9019,35.4839,69.8824,68.1452,6.7371,7.0764,28.4161,19.4097,28.3094,26.8916,56.0451,63.1579,47.7245,55.2392,0.1036,0.1041,0.0938,0.0822,70.9269,72.5477,73.0735,71.3679,107.0924,109.0757,105.457,112.4064,94.3099,97.7252,94.6616,96.9711,,,,,,,,,0.579,0.562,bruce-weber-1,bob-knight-1,Bruce Weber,Bob Knight,0,0,0,24,0,0,0,14,0,0,0,5,77,784,46,8,46,300,26,23,7,8,26,23,7,8
2002,1400,70,1130,57,0,6,11,Dallas,32.7767,-96.797,30.28473,42.337688,-97.737277,-71.171488,Texas,Boston College,48.2603,45.8723,36.7647,33.7043,68.6732,69.5876,9.5342,8.1839,47.3071,46.6095,36.5559,32.973,65.3955,65.8098,8.3119,9.3458,25.9542,32.8803,32.5147,30.1959,54.373,53.5581,52.13,52.4968,0.0869,0.1139,0.091,0.1047,70.7855,70.6985,70.6207,70.708,109.8999,103.7066,113.6185,107.0112,102.7344,99.2527,99.4373,97.6867,23,17,,,23,17,,,0.596,0.612,rick-barnes-1,al-skinner-1,Rick Barnes,Al Skinner,3,1,9,3,0,0,1,0,0,0,0,0,290,217,42,72,176,198,20,20,11,11,20,20,11,11
2002,1417,80,1279,58,0,8,9,Pittsburgh,40.4417,-80,34.068892,34.362144,-118.443901,-89.539377,UCLA,Mississippi,50.6716,50.6764,38.986,37.8689,69.1834,73.5736,8.1152,5.1818,49.3892,48.3636,33.2947,31.6129,71.5548,67.8233,6.1194,11.5505,29.9163,38.8288,42.9283,29.7125,52.9933,57.6602,55.6858,51.8409,0.0784,0.1075,0.0805,0.1085,69.505,66.967,68.5327,66.4878,106.244,107.7291,110.6811,112.3212,102.9371,95.6265,96.7451,94.8577,5,,,,5,,,,0.586,0.57,steve-lavin-1,rod-barnes-1,Steve Lavin,Rod Barnes,5,2,5,2,4,1,4,1,0,0,0,0,133,86,58,45,58,45,19,20,11,10,19,20,11,10
2002,1458,80,1385,70,0,8,9,Washington,38.8951,-77.0367,43.073858,40.721979,-89.405356,-73.795301,Wisconsin,St. John's,47.6054,43.9074,35.7639,28.719,71.8354,66.9544,5.1925,9.7403,51.1191,46.1039,34.7826,33.1461,68.7251,72.1024,9.1954,9.1899,35.5556,24.7824,32.1385,30.2378,55.6188,46.9388,51.1258,57.3154,0.0912,0.1393,0.1002,0.0992,63.8016,71.8188,64.6828,70.725,103.0291,97.0139,107.4935,99.3518,100.3758,94.3765,95.4425,91.7203,,,,,,,,,0.569,0.575,bo-ryan-1,mike-jarvis-1,Bo Ryan,Mike Jarvis,0,2,0,8,0,1,0,2,0,0,0,0,48,340,12,43,39,184,18,20,12,11,18,20,12,11
2002,1462,70,1218,58,0,7,10,Dallas,32.7767,-96.797,39.149291,21.292648,-84.477648,-157.816607,Xavier,Hawaii,49.1942,48.9529,35.6239,38.374,72.1019,68.7055,10.6557,9.1203,43.7407,44.6328,30.6839,33.2075,66.8687,66.3921,8.7362,8.2024,31.9284,34.9233,28.7307,29.9604,51.4801,66.6248,51.9256,48.011,0.0986,0.1046,0.0898,0.0772,66.8298,67.0323,68.0282,66.8943,108.3514,108.4417,109.1179,110.4563,93.2482,94.6345,92.009,96.6259,,,22,25,,,19,24,0.613,0.585,thad-matta-1,riley-wallace-1,Thad Matta,Riley Wallace,0,2,1,2,0,0,0,0,0,0,0,0,49,258,5,203,13,230,25,27,5,5,25,27,5,5
