game_id,numot,div_ap_preseason,team1_ap_final,team2_ap_final,div_adjde,div_adjoe,div_adjtempo,div_arate,div_blockpct,div_distance,div_f3grate,div_fg2pct,div_fg3pct,div_ftpct,div_opparate,div_oppblockpct,div_oppf3grate,div_oppfg2pct,div_oppfg3pct,div_oppftpct,div_oppstlrate,div_rpi_norm,div_seed_norm,div_stlrate,win_or_lose
2002-1163-1268,0,-0.96,1,1,0.00159124,-0.226974647,-0.198309498,-0.458357862,0.109023159,-0.000779795,-0.18416813,-0.073069491,0.112781396,-0.130477183,0.08672277,0.09884601,-0.008093771,-0.162743691,0.050112378,0.224344276,-0.0031,-0.005065644,-0.06,-0.0083,0
2002-1163-1301,0,0,1,0,-0.060120922,-0.048350145,0.060058956,-0.377631651,0.533814127,0.033657944,-0.608498466,-0.049614777,0.195692075,-0.261533255,0.031796261,-0.130262609,0.040307472,-0.474118914,0.068202617,-0.185777475,-0.0074,0.002456086,0.3,-0.0101,1
2002-1163-1356,0,0,1,0,-0.093130035,0.076936933,-0.106649412,-0.158463462,0.204445823,-0.161607002,-0.259816101,0.026541521,0.158988375,0.342867194,0.265636898,0.201608126,0.090504992,-0.07723161,-0.260459906,0.093835525,-0.0028,-0.000614022,0.54,-0.0001,1
2002-1166-1196,2,-0.88,0,1,0.267373817,-0.087750208,-0.109264921,-0.021377896,-0.074246734,-0.081005807,-0.023318572,-0.101683941,0.108544374,0.147554416,-0.173326873,-0.133959325,-0.058175516,0.065710727,0.405686968,0.363847508,0.0042,0.002763096,-0.42,-0.0187,1
2002-1166-1228,0,-0.94,0,1,0.195437029,-0.059827641,-0.081776669,-0.227543348,-0.026725189,0.080011851,-0.057101868,-0.079549276,0.02581667,-0.0435013,-0.021587572,-0.240758211,-0.107818716,-0.001831309,0.352184958,0.518299629,0.0242,-0.002839848,-0.48,0.0125,0
2002-1172-1326,0,0,0,1,-0.02860891,-0.443116317,-0.057279246,0.092946053,0.122153198,0.026841598,0.347334504,-0.29092278,-0.167296597,0.066024545,-0.221838751,-0.088084948,-0.073370194,-0.457214933,0.125277284,0.337011998,0.0365,-0.001842066,-0.54,-0.0006,0
2002-1181-1231,0,0.42,1,0,-0.065957492,0.252918627,0.336012698,-0.039836624,-0.282461561,0.057726305,0.131670972,0.454905012,-0.213560756,-0.021000321,0.04358059,-0.279315943,-0.040956517,0.179700446,-0.389009686,0.18255248,-0.0156,0.004067878,0.24,0.0252,0
2002-1181-1323,0,0.98,1,0,-0.291032879,0.133142323,0.19698806,-0.300225158,-0.197223232,-0.147209659,0.178496123,0.421406881,-0.091430467,-0.098388907,-0.229934502,-0.131359558,-0.156886547,0.191406044,-0.247706691,0.098880128,-0.0097,0.006830896,0.42,0.0198,1
2002-1181-1457,0,0.98,1,0,-0.371238646,0.653994889,0.301217443,0.247161246,-0.235496012,-0.033770246,0.040325916,0.491424699,0.326199203,0.151094546,-0.076395413,-0.257552489,-0.267525979,0.033201043,-0.010256748,0.002374366,-0.0068,0.014275058,0.9,0.0189,1
2002-1194-1104,0,-0.52,0,1,0.183700118,-0.411717853,0.052564293,0.183503972,0.007500588,-0.013296044,-0.203622449,-0.282199413,0.174038093,-0.302790246,0.308268149,0.30335008,-0.066777998,0.175715899,0.190961469,0.042531473,0.0195,-0.008826346,-0.78,0.0229,0
2002-1196-1166,2,0.88,1,0,-0.267373817,0.087750208,0.109264921,0.021377896,0.074246734,0.081005807,0.023318572,0.101683941,-0.108544374,-0.147554416,0.173326873,0.133959325,0.058175516,-0.065710727,-0.405686968,-0.363847508,-0.0042,-0.002763096,0.42,0.0187,0
2002-1208-1293,0,0,1,0,-0.221294674,0.293838516,0.007205355,0.230963204,-0.164162907,0.060106249,-0.026720041,0.066258439,0.015672977,0.107784724,-0.045143044,0.2178649,0.156798838,-0.00230101,-0.231878647,-0.288459547,-0.0019,0.000230258,0.66,0.0208,1
2002-1208-1356,0,0,1,0,0.068772529,0.256456443,-0.082613319,0.02620575,-0.128114107,0.074117958,0.050865842,0.043275529,-0.247302544,0.551049125,0.282286588,0.250641715,0.281562901,0.42190815,-0.357807501,-0.242362827,0.0117,0.00107454,0.48,0.0223,0
2002-1211-1461,0,0,1,0,-0.00967498,0.257264202,-0.009250065,0.179959702,-0.087537155,0.165487176,0.173295578,-0.025999448,0.467410385,0.158633465,-0.127854197,-0.119918387,0.174221321,-0.071136045,-0.218678849,-0.170976523,-0.0255,0.000921034,0.3,-0.0156,0
2002-1214-1163,0,0,0,1,0.368866971,-0.014776079,-0.002400482,-0.01316053,-0.362375168,-0.058078978,0.359543347,0.150862047,-0.222212057,-0.122639913,-0.178716349,-0.20534872,0.076615421,0.478472889,-0.154327089,-0.267652411,0.0042,-0.008903094,-0.78,0.0096,0
2002-1218-1462,0,0,1,1,0.140202185,0.037669151,-0.044330719,0.45956255,-0.082084126,0.776949432,0.08662465,-0.012111326,0.15725011,-0.151241495,-0.129037575,-0.0585551,0.043142222,0.047080989,0.184753245,-0.035253044,-0.0126,-0.002149076,-0.18,0.006,0
2002-1221-1242,0,-0.86,0,1,0.185543405,-0.516208655,-0.600624751,0.054122945,-0.154491799,-0.000951238,0.11101052,-0.482063894,-0.417749747,-0.122893734,0.391902271,0.062701564,0.052569167,0.096046062,0.140131632,-0.189216977,-0.0047,-0.013430938,-0.9,0.0058,0
2002-1227-1328,0,-0.5,0,1,0.466716064,-0.098619773,0.017139595,0.027252645,-0.322749824,0.167285241,0.084018592,-0.176660727,0.294744607,-0.482486374,0.015393794,0.329589083,0.073345636,0.277994744,0.276302592,0.099804725,0.0031,-0.00598665,-0.78,-0.0488,0
2002-1228-1166,0,0.94,1,0,-0.195437029,0.059827641,0.081776669,0.227543348,0.026725189,-0.080011851,0.057101868,0.079549276,-0.02581667,0.0435013,0.021587572,0.240758211,0.107818716,0.001831309,-0.352184958,-0.518299629,-0.0242,0.002839848,0.48,-0.0125,1
2002-1228-1242,0,0.08,1,1,0.068562995,-0.087975368,-0.32921394,0.110734162,-0.060614161,-0.059682444,0.405711922,0.008994404,-0.251059255,0.093561861,0.084042865,-0.105372853,0.143593396,0.202531111,-0.180587585,-0.136566712,-0.0301,-0.007214642,-0.18,-0.011,0
2002-1228-1361,0,0.94,1,0,-0.073139328,0.21832853,-0.019520529,0.408950496,0.078309775,-0.44205298,0.408236992,0.132401435,0.054618125,0.371660254,-0.036048509,0.034477085,0.150490819,-0.090900455,0.049446165,-0.130087134,-0.0317,0.009056588,0.54,0.0109,1
2002-1231-1181,0,-0.42,0,1,0.065957492,-0.252918627,-0.336012698,0.039836624,0.282461561,-0.057726305,-0.131670972,-0.454905012,0.213560756,0.021000321,-0.04358059,0.279315943,0.040956517,-0.179700446,0.389009686,-0.18255248,0.0156,-0.004067878,-0.24,-0.0252,1
2002-1231-1245,0,0.56,0,0,-0.19066331,-0.11412762,0.015954993,0.304139635,0.375494515,-0.033913998,0.122403705,-0.121720581,0.195486228,-0.162414057,-0.079437912,0.484598846,-0.197141394,-0.174042917,0.227844765,-0.185200527,0.0358,0.001151292,0.3,0.0071,1
2002-1231-1268,0,-0.4,0,1,-0.049194815,-0.186924437,-0.345767099,-0.225555765,-0.058914099,-0.052957643,0.208849025,-0.178126333,0.147878344,-0.138287735,-0.162267733,0.256861412,-0.131942154,-0.041201803,0.287291442,-0.126980487,0.0134,0.00107454,-0.24,-0.0073,0
2002-1231-1328,0,0.06,0,1,0.040336711,-0.023695202,-0.074692512,0.223258665,0.154085495,-0.117914457,0.100450348,0.007182473,0.285052634,-0.321501728,-0.238725776,0.204438253,-0.056856375,-0.106226449,0.413952399,-0.15975561,0.0251,-0.001228044,-0.18,-0.0248,1
2002-1231-1423,0,0.56,0,0,-0.118632384,0.143907752,0.079751507,0.021675274,0.184830956,-0.142764515,0.005411691,0.094315758,0.152607112,0.026766948,-0.21621194,0.147539545,-0.229113018,-0.129679864,0.255913553,-0.062539758,0.0144,0.00260959,0.48,-0.0235,1
2002-1231-1428,0,0.56,0,0,-0.173806494,0.027877536,0.125857175,-0.158627324,0.273319719,0.40401045,-0.209887399,-0.097191758,-0.026983138,0.067320366,-0.110120019,0.293060705,-0.009833915,-0.329962741,0.274809104,-0.313571608,0.0148,0.00168856,0.42,0.0123,1
2002-1242-1221,0,0.86,1,0,-0.185543405,0.516208655,0.600624751,-0.054122945,0.154491799,0.000951238,-0.11101052,0.482063894,0.417749747,0.122893734,-0.391902271,-0.062701564,-0.052569167,-0.096046062,-0.140131632,0.189216977,0.0047,0.013430938,0.9,-0.0058,1
2002-1242-1228,0,-0.08,1,1,-0.068562995,0.087975368,0.32921394,-0.110734162,0.060614161,0.059682444,-0.405711922,-0.008994404,0.251059255,-0.093561861,-0.084042865,0.105372853,-0.143593396,-0.202531111,0.180587585,0.136566712,0.0301,0.007214642,0.18,0.011,1
2002-1242-1268,0,-0.1,1,1,-0.030443087,-0.034181996,0.144799087,-0.1395617,-0.073011783,0.047261069,-0.11597678,0.032333676,0.210541664,-0.028891026,-0.020100933,0.157072026,0.001487542,-0.094974721,0.35255833,0.003261979,0.0153,-0.000307012,0,0.0041,0
2002-1242-1332,0,0.86,1,1,-0.161699104,-0.045257019,0.263306253,0.128777166,0.27909886,-0.427660405,-0.378627438,0.010575451,-0.06368112,-0.230023868,0.240172859,0.274774577,0.18014693,-0.243833187,0.159166282,0.013713626,0.0167,0.008365864,0.06,0.0169,1
2002-1242-1390,0,0.12,1,1,-0.175288412,0.030475311,0.308149127,0.089049784,0.109531039,-0.434192504,-0.33437942,0.097643486,0.403106006,0.085724591,0.047084574,0.276584542,0.054916256,-0.170480573,0.102552839,-0.095159549,0.0108,0.007598384,0.42,0.0458,1
2002-1245-1104,0,-0.52,0,1,0.070573302,0.061164524,-0.145995418,-0.06303824,-0.136961914,-0.058487075,-0.149120853,0.006866263,0.326696667,-0.021142816,0.120361672,-0.171771133,0.006515012,0.051503573,0.050339329,0.049033241,-0.0164,0.001995572,-0.48,-0.0079,1
2002-1245-1231,0,-0.56,0,0,0.19066331,0.11412762,-0.015954993,-0.304139635,-0.375494515,0.033913998,-0.122403705,0.121720581,-0.195486228,0.162414057,0.079437912,-0.484598846,0.197141394,0.174042917,-0.227844765,0.185200527,-0.0358,-0.001151292,-0.3,-0.0071,0
2002-1245-1329,0,-0.64,0,1,0.130645636,0.265733006,-0.047661681,-0.200812633,-0.168728482,-0.207598731,0.040904397,0.071418175,0.21934735,0.387259093,-0.011929367,-0.358855664,0.077204825,0.053593481,0.126631672,0.04986168,-0.028,-7.68E-05,-0.18,-0.015,1
2002-1245-1338,1,0,0,1,0.138058262,0.096019184,0.019090475,-0.458373034,-0.343893677,-0.011422349,-0.166593874,-0.200973724,0.247193902,0.563334936,-0.140508753,-0.421765648,0.01953802,0.08286803,0.267217207,-0.045645517,-0.0075,-0.003991126,-0.42,-0.0017,1
2002-1246-1268,0,-0.04,1,1,-0.013000185,-0.180957715,-0.237448296,-0.447882845,-0.068227017,0.09056266,0.262127133,-0.05059352,-0.337640877,-0.216718321,-0.010037281,0.018055769,0.103191198,0.076450534,0.145988447,-0.015259553,0.0046,-0.002839848,-0.18,-0.0063,0
2002-1246-1409,0,0.92,1,0,-0.211246178,-0.052191926,-0.075865385,-0.285001183,0.059699976,-0.008687464,0.08976291,-0.007132281,-0.498453287,-0.342622279,0.030326105,-0.129889647,0.143382895,-0.064966593,-0.085934125,-0.008387946,0.0042,-0.001842066,0.48,-0.0039,1
2002-1246-1434,0,0.92,1,0,-0.172306356,0.015521919,-0.03410326,-0.388668046,0.085184868,0.02382334,-0.132833719,-0.008527618,-0.200380817,0.013247658,-0.462736799,0.167734363,0.011981027,-0.00948375,-0.136295418,0.154992085,0.003,0.004835392,0.54,-0.036,1
2002-1266-1409,0,0,1,0,-0.229150661,-0.031767163,-0.193078481,-0.235093128,-0.059844321,-0.020890741,-0.202202277,-0.032900846,-0.130804462,-0.277078658,0.249280579,-0.17395406,0.223618937,-0.083110797,-0.201049834,-0.196273503,-0.002,0.00053727,0.42,0.0165,0
2002-1268-1163,0,0.96,1,1,-0.00159124,0.226974647,0.198309498,0.458357862,-0.109023159,0.000779795,0.18416813,0.073069491,-0.112781396,0.130477183,-0.08672277,-0.09884601,0.008093771,0.162743691,-0.050112378,-0.224344276,0.0031,0.005065644,0.06,0.0083,1
2002-1268-1231,0,0.4,1,0,0.049194815,0.186924437,0.345767099,0.225555765,0.058914099,0.052957643,-0.208849025,0.178126333,-0.147878344,0.138287735,0.162267733,-0.256861412,0.131942154,0.041201803,-0.287291442,0.126980487,-0.0134,-0.00107454,0.24,0.0073,1
2002-1268-1242,0,0.1,1,1,0.030443087,0.034181996,-0.144799087,0.1395617,0.073011783,-0.047261069,0.11597678,-0.032333676,-0.210541664,0.028891026,0.020100933,-0.157072026,-0.001487542,0.094974721,-0.35255833,-0.003261979,-0.0153,0.000307012,0,-0.0041,1
2002-1268-1246,0,0.04,1,1,0.013000185,0.180957715,0.237448296,0.447882845,0.068227017,-0.09056266,-0.262127133,0.05059352,0.337640877,0.216718321,0.010037281,-0.018055769,-0.103191198,-0.076450534,-0.145988447,0.015259553,-0.0046,0.002839848,0.18,0.0063,1
2002-1268-1373,0,0.96,1,0,-0.247373999,0.496614167,0.300337788,0.346370461,0.121880547,-0.07905085,-0.275420628,0.316500615,0.159405788,-0.082006341,-0.156327772,-0.311588162,-0.194264544,0.053076282,-0.144970826,-0.113104132,-0.0079,0.005526148,0.9,0.034,1
2002-1268-1458,0,0.96,1,0,-0.118434998,0.246594466,0.419701152,0.312830379,0.45004063,-0.208183098,-0.282151255,0.216483048,0.094340917,0.032337644,0.066796542,-0.166900682,-0.035739596,-0.393272184,-0.228628114,-0.044905839,-0.0061,0.006677398,0.42,0.0206,1
2002-1270-1280,0,0,0,1,0.11313289,-0.198345642,-0.09514743,-0.237939468,0.228396382,-0.056725109,0.002325494,-0.318021432,0.106217157,0.004435182,0.074193474,0.12133345,-0.180704758,-0.140308842,0.242084148,-0.502056304,0.0004,-0.012663542,-0.66,0.0027,0
2002-1274-1281,0,-0.84,1,0,-0.16929697,-0.113646342,-0.011779562,0.361151402,0.318328593,0.182217041,-0.031067327,-0.097312219,-0.26221503,0.363729472,-0.056594444,0.230775981,0.35939923,-0.127991049,-0.403212463,0.044499016,0.0018,0.00330036,0.42,0.0212,0
2002-1277-1301,0,0.7,0,0,0.06944668,0.036937383,-0.166063288,-0.180184253,0.174758891,0.078147464,-0.369672551,-0.131593345,0.190837512,0.066741477,0.077305196,-0.107851956,0.353866556,-0.187558713,-0.121477675,-0.108740033,0.0125,-0.001918818,-0.18,-0.036,0
2002-1279-1417,0,-0.9,0,0,-0.057314996,0.046160471,-0.079946986,0.141616041,-0.156822702,-0.445610743,0.257785632,0.000240922,-0.063875531,0.195495351,-0.126740043,0.595763586,-0.463656967,-0.054126513,-0.123124904,-0.27601077,0.028,-0.001228044,-0.06,0.0291,0
2002-1280-1270,0,0,1,0,-0.11313289,0.198345642,0.09514743,0.237939468,-0.228396382,0.056725109,-0.002325494,0.318021432,-0.106217157,-0.004435182,-0.074193474,-0.12133345,0.180704758,0.140308842,-0.242084148,0.502056304,-0.0004,0.012663542,0.66,-0.0027,1
2002-1280-1400,0,-0.54,1,0,-0.237103822,-0.1191346,-0.054030385,0.171393371,-0.026554113,0.085079026,0.060350039,0.243501393,-0.109727996,-0.150876349,-0.182147813,-0.174787741,0.063150361,-0.014930178,-0.472747505,0.250440108,0.0204,0.001228044,0.18,0.0322,0
2002-1281-1274,0,0.84,0,1,0.16929697,0.113646342,0.011779562,-0.361151402,-0.318328593,-0.182217041,0.031067327,0.097312219,0.26221503,-0.363729472,0.056594444,-0.230775981,-0.35939923,0.127991049,0.403212463,-0.044499016,-0.0018,-0.00330036,-0.42,-0.0212,1
2002-1281-1326,0,0.84,0,1,0.071669557,-0.090815189,0.093935461,-0.190146444,0.154588029,-0.120089446,0.278761356,-0.145862926,0.087776679,0.063375013,0.001872307,-0.118174239,-0.315365886,-0.128466028,0.318581479,-0.23904907,0.0266,-0.002149076,-0.48,0.0125,1
2002-1281-1328,0,0.34,0,1,0.318788471,0.052591584,0.082277095,0.034647667,0.00512157,0.113469156,0.216030868,0.073099606,0.232944701,-0.343129921,-0.018848333,-0.036133477,-0.123522106,0.135912646,0.474724181,-0.124117934,0.0186,-0.003914374,-0.6,-0.0264,0
2002-1281-1417,0,-0.06,0,0,0.071265673,0.046242091,0.080388769,-0.021666171,0.085911939,0.432263586,0.205389708,-0.049624815,0.005872363,-0.009484878,-0.025905745,0.186810294,-0.612891795,-0.101038621,0.228364557,-0.345555276,0.0205,-0.003377112,-0.24,0.0245,1
2002-1285-1332,0,0,0,1,0.27140354,-0.454928737,-0.090377744,0.071237399,0.155609135,0.088013026,0.031761504,-0.072878761,-0.419367935,-0.419975241,0.501435545,0.252199381,0.307994836,0.030995029,0.277151831,0.007330207,-0.0004,-0.003070104,-0.78,-0.0235,0
2002-1293-1208,0,0,0,1,0.221294674,-0.293838516,-0.007205355,-0.230963204,0.164162907,-0.060106249,0.026720041,-0.066258439,-0.015672977,-0.107784724,0.045143044,-0.2178649,-0.156798838,0.00230101,0.231878647,0.288459547,0.0019,-0.000230258,-0.66,-0.0208,0
2002-1301-1163,0,0,0,1,0.060120922,0.048350145,-0.060058956,0.377631651,-0.533814127,-0.033657944,0.608498466,0.049614777,-0.195692075,0.261533255,-0.031796261,0.130262609,-0.040307472,0.474118914,-0.068202617,0.185777475,0.0074,-0.002456086,-0.3,0.0101,0
2002-1301-1277,0,-0.7,0,0,-0.06944668,-0.036937383,0.166063288,0.180184253,-0.174758891,-0.078147464,0.369672551,0.131593345,-0.190837512,-0.066741477,-0.077305196,0.107851956,-0.353866556,0.187558713,0.121477675,0.108740033,-0.0125,0.001918818,0.18,0.036,1
2002-1323-1150,0,0,0,0,-0.001697525,0.056022448,0.063972445,0.376609032,0.254212732,0.118911683,-0.22192559,0.013571913,0.075797515,0.01847102,0.108600417,0.138906562,-0.083625111,-0.132044205,-0.061123191,-0.11297099,0.0166,0.005295896,0.06,0.0112,1
2002-1323-1181,0,-0.98,0,1,0.291032879,-0.133142323,-0.19698806,0.300225158,0.197223232,0.147209659,-0.178496123,-0.421406881,0.091430467,0.098388907,0.229934502,0.131359558,0.156886547,-0.191406044,0.247706691,-0.098880128,0.0097,-0.006830896,-0.42,-0.0198,0
2002-1326-1172,0,0,1,0,0.02860891,0.443116317,0.057279246,-0.092946053,-0.122153198,-0.026841598,-0.347334504,0.29092278,0.167296597,-0.066024545,0.221838751,0.088084948,0.073370194,0.457214933,-0.125277284,-0.337011998,-0.0365,0.001842066,0.54,0.0006,1
2002-1326-1281,0,-0.84,1,0,-0.071669557,0.090815189,-0.093935461,0.190146444,-0.154588029,0.120089446,-0.278761356,0.145862926,-0.087776679,-0.063375013,-0.001872307,0.118174239,0.315365886,0.128466028,-0.318581479,0.23904907,-0.0266,0.002149076,0.48,-0.0125,0
2002-1328-1112,0,0.5,1,1,-0.253022293,-0.195106163,-0.169531085,-0.161831732,0.126980733,0.200829345,-0.117984109,-0.089015484,-0.148352936,0.160267714,0.021300792,-0.037471754,-0.105022559,-0.15612037,-0.35528907,-0.115737385,-0.0015,0.005295896,0.06,0.0458,1
2002-1328-1227,0,0.5,1,0,-0.466716064,0.098619773,-0.017139595,-0.027252645,0.322749824,-0.167285241,-0.084018592,0.176660727,-0.294744607,0.482486374,-0.015393794,-0.329589083,-0.073345636,-0.277994744,-0.276302592,-0.099804725,-0.0031,0.00598665,0.78,0.0488,1
2002-1328-1231,0,-0.06,1,0,-0.040336711,0.023695202,0.074692512,-0.223258665,-0.154085495,0.117914457,-0.100450348,-0.007182473,-0.285052634,0.321501728,0.238725776,-0.204438253,0.056856375,0.106226449,-0.413952399,0.15975561,-0.0251,0.001228044,0.18,0.0248,0
2002-1328-1281,0,-0.34,1,0,-0.318788471,-0.052591584,-0.082277095,-0.034647667,-0.00512157,-0.113469156,-0.216030868,-0.073099606,-0.232944701,0.343129921,0.018848333,0.036133477,0.123522106,-0.135912646,-0.474724181,0.124117934,-0.0186,0.003914374,0.6,0.0264,1
2002-1328-1462,0,0.5,1,1,-0.103700847,0.037646635,0.017835501,-0.010396121,-0.055027479,-0.182930722,-0.068839249,-0.048570783,-0.034828203,0.203684407,0.116890651,-0.064105658,0.008732292,0.061150927,-0.055222449,0.12518307,-0.0074,0.006600648,0.3,0.0307,1
2002-1329-1245,0,0.64,1,0,-0.130645636,-0.265733006,0.047661681,0.200812633,0.168728482,0.207598731,-0.040904397,-0.071418175,-0.21934735,-0.387259093,0.011929367,0.358855664,-0.077204825,-0.053593481,-0.126631672,-0.04986168,0.028,7.68E-05,0.18,0.015,0
2002-1332-1242,0,-0.86,1,1,0.161699104,0.045257019,-0.263306253,-0.128777166,-0.27909886,0.427660405,0.378627438,-0.010575451,0.06368112,0.230023868,-0.240172859,-0.274774577,-0.18014693,0.243833187,-0.159166282,-0.013713626,-0.0167,-0.008365864,-0.06,-0.0169,0
2002-1332-1285,0,0,1,0,-0.27140354,0.454928737,0.090377744,-0.071237399,-0.155609135,-0.088013026,-0.031761504,0.072878761,0.419367935,0.419975241,-0.501435545,-0.252199381,-0.307994836,-0.030995029,-0.277151831,-0.007330207,0.0004,0.003070104,0.78,0.0235,1
2002-1332-1400,0,-0.54,1,0,-0.10848975,0.085281899,0.069047079,0.082295036,-0.134181939,0.296909004,0.258210816,0.205370542,0.311338178,0.374283068,-0.226578853,-0.187687852,-0.227597409,-0.043233658,-0.165059703,0.190925633,0.0017,-0.001535056,0.24,0.0121,1
2002-1332-1448,0,0,1,0,-0.135798945,0.025350123,0.03372794,0.055840459,-0.156405705,-0.572665966,0.104172873,-0.026697116,0.318399881,0.145131987,-0.265076524,0.007525065,-0.289870682,-0.149465385,-0.009473399,-0.059152033,-0.0112,-0.000921034,0.3,0.0111,1
2002-1335-1143,0,0,0,0,0.063777129,-0.041069056,-0.043607447,0.318953955,-0.147461668,-0.60432598,0.203411303,0.071282656,0.483254902,0.245885433,-0.150786666,0.091386762,-0.105545303,-0.066924563,-0.05960774,0.389322011,0.0306,0.001304798,-0.3,-0.0164,0
2002-1337-1448,0,0,0,0,-0.107982618,-0.201875014,0.101344113,-0.206402141,0.141837564,-0.579553876,0.032684181,-0.166100334,-0.010841286,-0.104480603,0.134891831,-0.088765056,-0.04517005,-0.294502908,0.172673563,0.251046644,-0.0287,0.000153506,-0.18,0.0054,0
2002-1338-1143,0,0,1,0,-0.043625476,0.051662801,-0.091128383,0.159437529,-0.003827813,-0.681438981,0.068535546,0.156809797,0.047430627,-0.323300737,-0.157194703,0.257278252,-0.156051559,-0.080519522,-0.406199439,0.214861606,0.0063,-0.000383764,0.18,-0.0152,1
2002-1338-1148,0,0,1,0,-0.143891796,0.332760115,9.38E-05,0.363545605,0.195186365,-0.117483295,0.353469296,0.297196778,-0.157501701,-0.585497489,0.080248806,0.23356223,-0.019415228,-0.106342555,-0.147174453,0.545268281,-0.0271,0.006754146,0.66,0.0002,1
