game_id,div_adjde,div_adjoe,div_blockpct,div_distance,div_fg3pct,div_oppfg2pct,div_oppfg3pct,div_rpi_norm,div_seed_norm,win_or_lose
2002-1181-1323,-0.291032879,0.133142323,-0.197223232,-0.147209659,-0.091430467,0.191406044,-0.247706691,0.006830896,0.42,1
2002-1181-1457,-0.371238646,0.653994889,-0.235496012,-0.033770246,0.326199203,0.033201043,-0.010256748,0.014275058,0.9,1
2002-1194-1104,0.183700118,-0.411717853,0.007500588,-0.013296044,0.174038093,0.175715899,0.190961469,-0.008826346,-0.78,0
2002-1196-1166,-0.267373817,0.087750208,0.074246734,0.081005807,-0.108544374,-0.065710727,-0.405686968,-0.002763096,0.42,0
2002-1208-1293,-0.221294674,0.293838516,-0.164162907,0.060106249,0.015672977,-0.00230101,-0.231878647,0.000230258,0.66,1
2002-1208-1356,0.068772529,0.256456443,-0.128114107,0.074117958,-0.247302544,0.42190815,-0.357807501,0.00107454,0.48,0
2002-1211-1461,-0.00967498,0.257264202,-0.087537155,0.165487176,0.467410385,-0.071136045,-0.218678849,0.000921034,0.3,0
2002-1214-1163,0.368866971,-0.014776079,-0.362375168,-0.058078978,-0.222212057,0.478472889,-0.154327089,-0.008903094,-0.78,0
2002-1218-1462,0.140202185,0.037669151,-0.082084126,0.776949432,0.15725011,0.047080989,0.184753245,-0.002149076,-0.18,0
2002-1221-1242,0.185543405,-0.516208655,-0.154491799,-0.000951238,-0.417749747,0.096046062,0.140131632,-0.013430938,-0.9,0
2002-1227-1328,0.466716064,-0.098619773,-0.322749824,0.167285241,0.294744607,0.277994744,0.276302592,-0.00598665,-0.78,0
2002-1228-1166,-0.195437029,0.059827641,0.026725189,-0.080011851,-0.02581667,0.001831309,-0.352184958,0.002839848,0.48,1
2002-1228-1242,0.068562995,-0.087975368,-0.060614161,-0.059682444,-0.251059255,0.202531111,-0.180587585,-0.007214642,-0.18,0
2002-1228-1361,-0.073139328,0.21832853,0.078309775,-0.44205298,0.054618125,-0.090900455,0.049446165,0.009056588,0.54,1
2002-1231-1181,0.065957492,-0.252918627,0.282461561,-0.057726305,0.213560756,-0.179700446,0.389009686,-0.004067878,-0.24,1
2002-1231-1245,-0.19066331,-0.11412762,0.375494515,-0.033913998,0.195486228,-0.174042917,0.227844765,0.001151292,0.3,1
2002-1231-1268,-0.049194815,-0.186924437,-0.058914099,-0.052957643,0.147878344,-0.041201803,0.287291442,0.00107454,-0.24,0
2002-1231-1328,0.040336711,-0.023695202,0.154085495,-0.117914457,0.285052634,-0.106226449,0.413952399,-0.001228044,-0.18,1
2002-1231-1423,-0.118632384,0.143907752,0.184830956,-0.142764515,0.152607112,-0.129679864,0.255913553,0.00260959,0.48,1
2002-1231-1428,-0.173806494,0.027877536,0.273319719,0.40401045,-0.026983138,-0.329962741,0.274809104,0.00168856,0.42,1
2002-1242-1221,-0.185543405,0.516208655,0.154491799,0.000951238,0.417749747,-0.096046062,-0.140131632,0.013430938,0.9,1
2002-1242-1228,-0.068562995,0.087975368,0.060614161,0.059682444,0.251059255,-0.202531111,0.180587585,0.007214642,0.18,1
2002-1242-1268,-0.030443087,-0.034181996,-0.073011783,0.047261069,0.210541664,-0.094974721,0.35255833,-0.000307012,0,0
2002-1242-1332,-0.161699104,-0.045257019,0.27909886,-0.427660405,-0.06368112,-0.243833187,0.159166282,0.008365864,0.06,1
2002-1242-1390,-0.175288412,0.030475311,0.109531039,-0.434192504,0.403106006,-0.170480573,0.102552839,0.007598384,0.42,1
2002-1245-1104,0.070573302,0.061164524,-0.136961914,-0.058487075,0.326696667,0.051503573,0.050339329,0.001995572,-0.48,1
2002-1245-1231,0.19066331,0.11412762,-0.375494515,0.033913998,-0.195486228,0.174042917,-0.227844765,-0.001151292,-0.3,0
2002-1245-1329,0.130645636,0.265733006,-0.168728482,-0.207598731,0.21934735,0.053593481,0.126631672,-7.68E-05,-0.18,1
2002-1245-1338,0.138058262,0.096019184,-0.343893677,-0.011422349,0.247193902,0.08286803,0.267217207,-0.003991126,-0.42,1
2002-1246-1268,-0.013000185,-0.180957715,-0.068227017,0.09056266,-0.337640877,0.076450534,0.145988447,-0.002839848,-0.18,0
2002-1246-1409,-0.211246178,-0.052191926,0.059699976,-0.008687464,-0.498453287,-0.064966593,-0.085934125,-0.001842066,0.48,1
2002-1246-1434,-0.172306356,0.015521919,0.085184868,0.02382334,-0.200380817,-0.00948375,-0.136295418,0.004835392,0.54,1
2002-1266-1409,-0.229150661,-0.031767163,-0.059844321,-0.020890741,-0.130804462,-0.083110797,-0.201049834,0.00053727,0.42,0
2002-1268-1163,-0.00159124,0.226974647,-0.109023159,0.000779795,-0.112781396,0.162743691,-0.050112378,0.005065644,0.06,1
2002-1268-1231,0.049194815,0.186924437,0.058914099,0.052957643,-0.147878344,0.041201803,-0.287291442,-0.00107454,0.24,1
2002-1268-1242,0.030443087,0.034181996,0.073011783,-0.047261069,-0.210541664,0.094974721,-0.35255833,0.000307012,0,1
2002-1268-1246,0.013000185,0.180957715,0.068227017,-0.09056266,0.337640877,-0.076450534,-0.145988447,0.002839848,0.18,1
2002-1268-1373,-0.247373999,0.496614167,0.121880547,-0.07905085,0.159405788,0.053076282,-0.144970826,0.005526148,0.9,1
2002-1268-1458,-0.118434998,0.246594466,0.45004063,-0.208183098,0.094340917,-0.393272184,-0.228628114,0.006677398,0.42,1
2002-1270-1280,0.11313289,-0.198345642,0.228396382,-0.056725109,0.106217157,-0.140308842,0.242084148,-0.012663542,-0.66,0
2002-1274-1281,-0.16929697,-0.113646342,0.318328593,0.182217041,-0.26221503,-0.127991049,-0.403212463,0.00330036,0.42,0
2002-1277-1301,0.06944668,0.036937383,0.174758891,0.078147464,0.190837512,-0.187558713,-0.121477675,-0.001918818,-0.18,0
2002-1279-1417,-0.057314996,0.046160471,-0.156822702,-0.445610743,-0.063875531,-0.054126513,-0.123124904,-0.001228044,-0.06,0
2002-1280-1270,-0.11313289,0.198345642,-0.228396382,0.056725109,-0.106217157,0.140308842,-0.242084148,0.012663542,0.66,1
2002-1280-1400,-0.237103822,-0.1191346,-0.026554113,0.085079026,-0.109727996,-0.014930178,-0.472747505,0.001228044,0.18,0
2002-1281-1274,0.16929697,0.113646342,-0.318328593,-0.182217041,0.26221503,0.127991049,0.403212463,-0.00330036,-0.42,1
2002-1281-1326,0.071669557,-0.090815189,0.154588029,-0.120089446,0.087776679,-0.128466028,0.318581479,-0.002149076,-0.48,1
2002-1281-1328,0.318788471,0.052591584,0.00512157,0.113469156,0.232944701,0.135912646,0.474724181,-0.003914374,-0.6,0
2002-1281-1417,0.071265673,0.046242091,0.085911939,0.432263586,0.005872363,-0.101038621,0.228364557,-0.003377112,-0.24,1
2002-1285-1332,0.27140354,-0.454928737,0.155609135,0.088013026,-0.419367935,0.030995029,0.277151831,-0.003070104,-0.78,0
2002-1293-1208,0.221294674,-0.293838516,0.164162907,-0.060106249,-0.015672977,0.00230101,0.231878647,-0.000230258,-0.66,0
2002-1301-1163,0.060120922,0.048350145,-0.533814127,-0.033657944,-0.195692075,0.474118914,-0.068202617,-0.002456086,-0.3,0
2002-1301-1277,-0.06944668,-0.036937383,-0.174758891,-0.078147464,-0.190837512,0.187558713,0.121477675,0.001918818,0.18,1
2002-1323-1150,-0.001697525,0.056022448,0.254212732,0.118911683,0.075797515,-0.132044205,-0.061123191,0.005295896,0.06,1
2002-1323-1181,0.291032879,-0.133142323,0.197223232,0.147209659,0.091430467,-0.191406044,0.247706691,-0.006830896,-0.42,0
2002-1326-1172,0.02860891,0.443116317,-0.122153198,-0.026841598,0.167296597,0.457214933,-0.125277284,0.001842066,0.54,1
2002-1326-1281,-0.071669557,0.090815189,-0.154588029,0.120089446,-0.087776679,0.128466028,-0.318581479,0.002149076,0.48,0
2002-1328-1112,-0.253022293,-0.195106163,0.126980733,0.200829345,-0.148352936,-0.15612037,-0.35528907,0.005295896,0.06,1
2002-1328-1227,-0.466716064,0.098619773,0.322749824,-0.167285241,-0.294744607,-0.277994744,-0.276302592,0.00598665,0.78,1
2002-1328-1231,-0.040336711,0.023695202,-0.154085495,0.117914457,-0.285052634,0.106226449,-0.413952399,0.001228044,0.18,0
2002-1328-1281,-0.318788471,-0.052591584,-0.00512157,-0.113469156,-0.232944701,-0.135912646,-0.474724181,0.003914374,0.6,1
2002-1328-1462,-0.103700847,0.037646635,-0.055027479,-0.182930722,-0.034828203,0.061150927,-0.055222449,0.006600648,0.3,1
2002-1329-1245,-0.130645636,-0.265733006,0.168728482,0.207598731,-0.21934735,-0.053593481,-0.126631672,7.68E-05,0.18,0
2002-1332-1242,0.161699104,0.045257019,-0.27909886,0.427660405,0.06368112,0.243833187,-0.159166282,-0.008365864,-0.06,0
2002-1332-1285,-0.27140354,0.454928737,-0.155609135,-0.088013026,0.419367935,-0.030995029,-0.277151831,0.003070104,0.78,1
2002-1332-1400,-0.10848975,0.085281899,-0.134181939,0.296909004,0.311338178,-0.043233658,-0.165059703,-0.001535056,0.24,1
2002-1332-1448,-0.135798945,0.025350123,-0.156405705,-0.572665966,0.318399881,-0.149465385,-0.009473399,-0.000921034,0.3,1
2002-1335-1143,0.063777129,-0.041069056,-0.147461668,-0.60432598,0.483254902,-0.066924563,-0.05960774,0.001304798,-0.3,0
2002-1337-1448,-0.107982618,-0.201875014,0.141837564,-0.579553876,-0.010841286,-0.294502908,0.172673563,0.000153506,-0.18,0
2002-1338-1143,-0.043625476,0.051662801,-0.003827813,-0.681438981,0.047430627,-0.080519522,-0.406199439,-0.000383764,0.18,1
2002-1338-1148,-0.143891796,0.332760115,0.195186365,-0.117483295,-0.157501701,-0.106342555,-0.147174453,0.006754146,0.66,1
2002-1338-1245,-0.138058262,-0.096019184,0.343893677,0.011422349,-0.247193902,-0.08286803,-0.267217207,0.003991126,0.42,0
2002-1356-1163,0.093130035,-0.076936933,-0.204445823,0.161607002,-0.158988375,0.07723161,0.260459906,0.000614022,-0.54,0
2002-1356-1208,-0.068772529,-0.256456443,0.128114107,-0.074117958,0.247302544,-0.42190815,0.357807501,-0.00107454,-0.48,1
2002-1356-1403,-0.070132978,-0.195590255,0.159982251,-0.193757446,-0.05850635,-0.146626065,0.030601861,0.001304798,-0.3,1
2002-1361-1228,0.073139328,-0.21832853,-0.078309775,0.44205298,-0.054618125,0.090900455,-0.049446165,-0.009056588,-0.54,0
2002-1364-1112,0.022599248,-0.33588983,0.078443427,0.129668332,0.183855861,-0.24726887,-0.196627938,-0.006523898,-0.66,0
2002-1373-1108,-0.205327616,-0.035358454,0.101404957,0.005511279,-0.16751388,-0.265803612,-0.034203803,-0.003530616,0,1
2002-1373-1268,0.247373999,-0.496614167,-0.121880547,0.07905085,-0.159405788,-0.053076282,0.144970826,-0.005526148,-0.9,0
2002-1385-1458,-0.113032678,-0.229147434,0.243130253,-0.150403667,-0.402825825,-0.264679495,-0.119808482,0.000460516,-0.06,0
2002-1390-1242,0.175288412,-0.030475311,-0.109531039,0.434192504,-0.403106006,0.170480573,-0.102552839,-0.007598384,-0.42,0
2002-1390-1443,0.060041967,0.182989778,0.101110921,0.449865661,-0.260190866,-0.064412451,0.161713997,0.006600648,0.06,1
2002-1400-1130,0.053160767,0.185961881,0.072188482,-0.397773648,0.174992995,0.036816162,0.262304803,-0.001228044,0.3,1
2002-1400-1280,0.237103822,0.1191346,0.026554113,-0.085079026,0.109727996,0.014930178,0.472747505,-0.001228044,-0.18,1
2002-1400-1332,0.10848975,-0.085281899,0.134181939,-0.296909004,-0.311338178,0.043233658,0.165059703,0.001535056,-0.24,0
2002-1403-1356,0.070132978,0.195590255,-0.159982251,0.193757446,0.05850635,0.146626065,-0.030601861,-0.001304798,0.3,0
2002-1409-1246,0.211246178,0.052191926,-0.059699976,0.008687464,0.498453287,0.064966593,0.085934125,0.001842066,-0.48,0
2002-1409-1266,0.229150661,0.031767163,0.059844321,0.020890741,0.130804462,0.083110797,0.201049834,-0.00053727,-0.42,1
2002-1417-1153,0.264479826,-0.143626303,-0.112872356,0.552134127,0.158056345,0.46943773,0.271602498,-0.00330036,-0.42,1
2002-1417-1279,0.057314996,-0.046160471,0.156822702,0.445610743,0.063875531,0.054126513,0.123124904,0.001228044,0.06,1
2002-1417-1281,-0.071265673,-0.046242091,-0.085911939,-0.432263586,-0.005872363,0.101038621,-0.228364557,0.003377112,0.24,0
2002-1423-1231,0.118632384,-0.143907752,-0.184830956,0.142764515,-0.152607112,0.129679864,-0.255913553,-0.00260959,-0.48,0
2002-1423-1425,0.082768757,-0.172967374,-0.116374056,0.616562555,0.15300737,-0.102220791,-0.116836148,-0.002686342,-0.54,1
2002-1425-1423,-0.082768757,0.172967374,0.116374056,-0.616562555,-0.15300737,0.102220791,0.116836148,0.002686342,0.54,0
2002-1428-1231,0.173806494,-0.027877536,-0.273319719,-0.40401045,0.026983138,0.329962741,-0.274809104,-0.00168856,-0.42,0
2002-1434-1246,0.172306356,-0.015521919,-0.085184868,-0.02382334,0.200380817,0.00948375,0.136295418,-0.004835392,-0.54,0
2002-1443-1390,-0.060041967,-0.182989778,-0.101110921,-0.449865661,0.260190866,0.064412451,-0.161713997,-0.006600648,-0.06,0
2002-1448-1332,0.135798945,-0.025350123,0.156405705,0.572665966,-0.318399881,0.149465385,0.009473399,0.000921034,-0.3,0
2002-1448-1337,0.107982618,0.201875014,-0.141837564,0.579553876,0.010841286,0.294502908,-0.172673563,-0.000153506,0.18,1
2002-1457-1181,0.371238646,-0.653994889,0.235496012,0.033770246,-0.326199203,-0.033201043,0.010256748,-0.014275058,-0.9,0
2002-1458-1268,0.118434998,-0.246594466,-0.45004063,0.208183098,-0.094340917,0.393272184,0.228628114,-0.006677398,-0.42,0
2002-1458-1385,0.113032678,0.229147434,-0.243130253,0.150403667,0.402825825,0.264679495,0.119808482,-0.000460516,0.06,1
2002-1461-1112,-0.008080704,-0.319464459,0.170236084,0.017384849,-0.383853574,-0.24903157,0.105268938,-0.003070104,-0.48,0
2002-1461-1211,0.00967498,-0.257264202,0.087537155,-0.165487176,-0.467410385,0.071136045,0.218678849,-0.000921034,-0.3,1
2002-1462-1218,-0.140202185,-0.037669151,0.082084126,-0.776949432,-0.15725011,-0.047080989,-0.184753245,0.002149076,0.18,1
2002-1462-1328,0.103700847,-0.037646635,0.055027479,0.182930722,0.034828203,-0.061150927,0.055222449,-0.006600648,-0.3,0
2003-1104-1231,-0.097023106,-0.076269898,-0.080261104,-0.074250063,-0.155517563,0.001430215,0.295454379,-0.00260959,-0.18,0
2003-1112-1211,-0.205810454,0.117178529,0.012472468,-0.004535859,-0.130884514,0.012940543,-0.351020916,0.00583315,0.48,1
2003-1112-1242,0.059516615,0.076599194,-0.102789599,-0.259308428,0.115245844,0.131178687,-0.328442892,-0.003146856,0.06,0
2003-1112-1323,-0.275916102,-0.055152771,-0.10854201,-0.409602507,-0.180379331,0.099919781,-0.33316495,0.003914374,0.24,1
2003-1112-1436,-0.24262761,0.404639407,0.042736779,-0.488133166,0.090652822,-0.128582134,-0.051774249,0.013200722,0.9,1
2003-1113-1242,0.245315105,-0.01809155,-0.046104826,0.167410927,-0.077398549,0.378906704,-0.180089756,-0.00330036,-0.48,0
2003-1113-1272,0.098252977,0.024407268,-0.114449458,0.112805704,-0.139890329,0.262700415,0.125841002,0.004912142,-0.18,1
2003-1120-1386,0.163833916,-0.085881386,-0.033814127,-0.136903908,-0.097994705,0.415532874,-0.004553674,-0.001228044,-0.18,1
2003-1120-1393,-0.014275606,-0.220537906,-0.159485063,0.210155041,0.009377484,0.169361734,0.199915076,-0.002149076,-0.42,0
2003-1120-1448,-0.05114135,-0.28231036,0.089456408,-0.047058205,0.028664223,0.184529401,-0.025162344,0.001765314,-0.48,1
2003-1122-1257,0.10069146,-0.383950082,-0.013969377,-0.028215093,-0.134704123,0.075220865,0.346562415,-0.009056588,-0.54,0
2003-1139-1257,0.185765086,-0.025127778,-0.375975665,0.02481914,0.167456701,0.194730898,0.285109779,-0.002379334,-0.48,1
2003-1139-1280,0.387749277,0.177211627,-0.309454056,0.068945382,0.28455517,0.244587876,0.160689054,-0.000460516,-0.42,1
2003-1139-1328,0.318812765,0.083643866,-0.233047495,-0.19498533,-0.004928897,0.224934295,0.208817436,-0.00422138,-0.66,0
2003-1140-1163,-0.009350051,-0.053402157,-0.503074012,-0.582608451,0.096319338,0.193247907,0.063670906,-0.001842066,-0.42,0
2003-1141-1166,0.107940104,-0.032020467,-0.115438488,0.182270891,-0.030985722,0.113002818,0.203048472,-0.000690776,-0.3,1
2003-1141-1181,0.133715757,-0.178286763,-0.2017995,-0.097066746,0.120626462,0.119932236,0.238387033,-0.002302582,-0.48,0
2003-1143-1301,-0.080345457,-0.049222638,-0.071595064,0.096313892,0.098709452,0.001472435,0.004970972,-0.002225828,0.06,1
2003-1143-1328,0.185704351,-0.049765834,-0.092808417,0.395594755,-0.104438866,0.23472942,0.131060889,-0.001228044,-0.42,0
2003-1153-1211,-0.181780913,-0.191171504,0.144446464,0.299149284,-0.186251694,-0.096130503,-0.152789674,-0.00260959,0.06,0
2003-1160-1277,0.099564838,0.045988787,0.26970575,0.330752299,-0.275046173,-0.054923423,0.098087018,-0.000307012,-0.18,0
2003-1161-1181,0.302803193,-0.145877896,-0.121757586,-0.426602031,-0.015781619,0.113789173,0.046730067,-0.001151292,-0.66,0
2003-1163-1140,0.009350051,0.053402157,0.503074012,0.582608451,-0.096319338,-0.193247907,-0.063670906,0.001842066,0.42,1
2003-1163-1390,-0.033920128,0.058538604,0.412446806,0.552221872,0.167799779,-0.247226649,0.062287233,0.000307012,-0.06,1
2003-1163-1400,-0.08357956,-0.229884831,0.425640998,0.094974087,0.168468783,-0.183737769,-0.255071636,-0.004988892,-0.24,0
2003-1166-1141,-0.107940104,0.032020467,0.115438488,-0.182270891,0.030985722,-0.113002818,-0.203048472,0.000690776,0.3,0
2003-1173-1409,0.172193998,0.317761691,-0.240157817,0.158128086,-0.052531063,0.056997498,0.471114918,-0.000460516,0.54,0
2003-1181-1141,-0.133715757,0.178286763,0.2017995,0.097066746,-0.120626462,-0.119932236,-0.238387033,0.002302582,0.48,1
2003-1181-1161,-0.302803193,0.145877896,0.121757586,0.426602031,0.015781619,-0.113789173,-0.046730067,0.001151292,0.66,1
2003-1181-1242,0.183930909,0.102143517,0.057240767,0.25444322,0.170178458,0.228744683,-0.207997482,-0.00168856,-0.06,0
2003-1190-1448,0.126032863,-0.401140995,0.000887454,-0.001944219,0.037441319,0.251522572,0.141947245,-0.004528386,-0.78,0
2003-1196-1277,0.096913785,0.264646612,-0.009783376,0.057965176,0.086993316,0.144214226,-0.021106499,0.001611808,0.3,0
2003-1196-1358,-0.148386137,0.416325175,-0.192096315,-0.162717416,0.1873667,0.222200526,0.045287826,0.000767528,0.78,1
2003-1211-1112,0.205810454,-0.117178529,-0.012472468,0.004535859,0.130884514,-0.012940543,0.351020916,-0.00583315,-0.48,0
2003-1211-1153,0.181780913,0.191171504,-0.144446464,-0.299149284,0.186251694,0.096130503,0.152789674,0.00260959,-0.06,1
2003-1221-1266,-0.085003781,-0.340592844,0.178319398,-0.022689326,-0.22141154,-0.092615657,0.017650978,-0.005526148,-0.66,0
2003-1228-1323,-0.272135389,-0.103820953,-0.141794795,0.036534297,-0.106823263,-0.066059045,-0.420446143,0.000921034,0.06,0
2003-1228-1443,-0.15602348,0.170203544,0.00258217,0.02056847,0.005529285,-0.372251718,0.079008441,0.002532838,0.54,1
2003-1231-1104,0.097023106,0.076269898,0.080261104,0.074250063,0.155517563,-0.001430215,-0.295454379,0.00260959,0.18,1
2003-1231-1338,0.362249964,-0.010886452,0.04240532,-0.013117317,-0.081509775,0.169762827,-0.09939748,-0.001228044,-0.3,0
2003-1237-1246,0.407988995,-0.360634837,-0.422722024,0.019708863,-0.045829593,0.478008465,0.219674507,-0.005602898,-0.9,0
2003-1242-1112,-0.059516615,-0.076599194,0.102789599,0.259308428,-0.115245844,-0.131178687,0.328442892,0.003146856,-0.06,1
2003-1242-1113,-0.245315105,0.01809155,0.046104826,-0.167410927,0.077398549,-0.378906704,0.180089756,0.00330036,0.48,1
2003-1242-1181,-0.183930909,-0.102143517,-0.057240767,-0.25444322,-0.170178458,-0.228744683,0.207997482,0.00168856,0.06,1
2003-1242-1266,-0.268734266,-0.136362101,0.126606505,-0.046066525,-0.367694568,-0.197227177,0.246132672,0.003453864,0.06,1
2003-1242-1393,-0.182482395,-0.015555693,-0.286754485,-0.140291785,-0.063532452,-0.072882912,0.453119852,0.001228044,0.06,0
2003-1242-1429,-0.351178094,0.188663792,0.306877232,-0.184146367,0,-0.323566355,0.186356548,0.00422138,0.78,1
2003-1246-1237,-0.407988995,0.360634837,0.422722024,-0.019708863,0.045829593,-0.478008465,-0.219674507,0.005602898,0.9,1
2003-1246-1266,-0.312043923,-0.063897395,0.205082009,-0.013144768,-0.240623946,-0.032736619,0.007240488,0.00107454,0.12,0
2003-1246-1428,-0.208452398,0.22623725,0.120768556,-0.338370992,-0.139770252,-0.01148394,0.143550548,0.001765314,0.48,1
2003-1246-1458,-0.163041333,0.083306127,0.300456558,0.000306997,-0.008348248,-0.090293537,-0.005161319,0.001228044,0.24,1
2003-1257-1122,-0.10069146,0.383950082,0.013969377,0.028215093,0.134704123,-0.075220865,-0.346562415,0.009056588,0.54,1
2003-1257-1139,-0.185765086,0.025127778,0.375975665,-0.02481914,-0.167456701,-0.194730898,-0.285109779,0.002379334,0.48,0
2003-1261-1345,0.026313152,0.181810506,0.182895665,0.047853137,0.22655772,-0.078397948,0.258951776,-0.002763096,0.06,0
2003-1264-1393,-0.002107482,-0.224424718,-0.409463679,-0.030943131,0.007942271,0.097777098,0.118058759,-0.003607368,-0.66,0
2003-1266-1221,0.085003781,0.340592844,-0.178319398,0.022689326,0.22141154,0.092615657,-0.017650978,0.005526148,0.66,1
2003-1266-1242,0.268734266,0.136362101,-0.126606505,0.046066525,0.367694568,0.197227177,-0.246132672,-0.003453864,-0.06,0
2003-1266-1246,0.312043923,0.063897395,-0.205082009,0.013144768,0.240623946,0.032736619,-0.007240488,-0.00107454,-0.12,1
2003-1266-1281,0.087961543,0.185007768,-0.069873618,0.042614299,0.212268493,0.099202035,-0.003184643,0.003146856,0.18,1
2003-1266-1338,0.305788286,0.129587621,-0.121880547,-0.069818877,0.194422684,0.154299617,0.184409157,0.002149076,-0.06,1
2003-1268-1277,0.002231987,0.058910116,0.31807198,0.13395393,0.084597483,-0.165957716,-0.070786936,0.003607368,0.06,0
2003-1268-1423,-0.084858018,0.018820503,0.572065522,-0.011719304,0.104547508,-0.252034494,0.073378577,0.001228044,0.3,1
2003-1268-1462,-0.093139145,-0.117569743,0.49118427,0.120098081,0.167456701,-0.238312874,0.014034394,-0.002302582,-0.18,1
2003-1272-1113,-0.098252977,-0.024407268,0.114449458,-0.112805704,0.139890329,-0.262700415,-0.125841002,-0.004912142,0.18,0
2003-1277-1160,-0.099564838,-0.045988787,-0.26970575,-0.330752299,0.275046173,0.054923423,-0.098087018,0.000307012,0.18,1
2003-1277-1196,-0.096913785,-0.264646612,0.009783376,-0.057965176,-0.086993316,-0.144214226,0.021106499,-0.001611808,-0.3,1
2003-1277-1268,-0.002231987,-0.058910116,-0.31807198,-0.13395393,-0.084597483,0.165957716,0.070786936,-0.003607368,-0.06,1
2003-1277-1400,-0.170976274,-0.346753766,0.085623249,-0.101236134,0.108058346,-0.019922737,-0.127312527,-0.000614022,-0.36,0
2003-1280-1139,-0.387749277,-0.177211627,0.309454056,-0.068945382,-0.28455517,-0.244587876,-0.160689054,0.000460516,0.42,0
2003-1281-1266,-0.087961543,-0.185007768,0.069873618,-0.042614299,-0.212268493,-0.099202035,0.003184643,-0.003146856,-0.18,0
2003-1281-1356,-0.138043079,0.0158484,0.127878879,0.023116224,-0.149382172,-0.123030156,-0.53885631,0.003223608,0.3,1
2003-1301-1143,0.080345457,0.049222638,0.071595064,-0.096313892,-0.098709452,-0.001472435,-0.004970972,0.002225828,-0.06,0
2003-1323-1112,0.275916102,0.055152771,0.10854201,0.409602507,0.180379331,-0.099919781,0.33316495,-0.003914374,-0.24,0
2003-1323-1228,0.272135389,0.103820953,0.141794795,-0.036534297,0.106823263,0.066059045,0.420446143,-0.000921034,-0.06,1
2003-1323-1454,0.112750263,0.255977979,0.109755576,-0.030345726,0.166118694,-0.252477808,0.094302051,0.001228044,0.42,1
2003-1328-1139,-0.318812765,-0.083643866,0.233047495,0.19498533,0.004928897,-0.224934295,-0.208817436,0.00422138,0.66,1
2003-1328-1143,-0.185704351,0.049765834,0.092808417,-0.395594755,0.104438866,-0.23472942,-0.131060889,0.001228044,0.42,1
