game_id,numot,season,team1_adjde,team1_adjoe,team1_adjtempo,team1_ap_final,team1_ap_preseason,team1_arate,team1_blockpct,team1_coaches_before_final,team1_coaches_preseason,team1_distance,team1_f3grate,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_id,team1_opparate,team1_oppblockpct,team1_oppf3grate,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppstlrate,team1_pt_career_overall_losses,team1_pt_career_school_losses,team1_pt_career_school_wins,team1_pt_coach_season_losses,team1_pt_coach_season_wins,team1_pt_overall_ff,team1_pt_overall_ncaa,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_school_ncaa,team1_pt_school_s16,team1_pt_team_season_losses,team1_pt_team_season_wins,team1_rpi_norm,team1_seed_norm,team1_stlrate,team2_adjde,team2_adjoe,team2_adjtempo,team2_ap_final,team2_ap_preseason,team2_arate,team2_blockpct,team2_coaches_before_final,team2_coaches_preseason,team2_distance,team2_f3grate,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_id,team2_opparate,team2_oppblockpct,team2_oppf3grate,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppstlrate,team2_pt_career_overall_losses,team2_pt_career_school_losses,team2_pt_career_school_wins,team2_pt_coach_season_losses,team2_pt_coach_season_wins,team2_pt_overall_ff,team2_pt_overall_ncaa,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_school_ncaa,team2_pt_school_s16,team2_pt_team_season_losses,team2_pt_team_season_wins,team2_rpi_norm,team2_seed_norm,team2_stlrate,win_or_lose
2002-1148-1338,0.0,2002.0,96.3931,98.4339,65.6751,,,51.5971,8.2665,,,7.336922914,22.3285,48.8776,35.0126,73.6011,1148.0,52.4675,7.3135,32.9747,46.6292,30.832,62.1505,0.1063,78.0,78.0,97.0,4.0,27.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,27.0,0.496622927,0.17,0.0989,91.6547,110.257,65.6775,9.0,,63.5776,11.9175,7.0,,0.04539456,34.5491,54.7988,32.2581,60.4527,1338.0,54.902,9.4427,32.4213,44.6142,28.8217,69.5222,0.0792,95.0,34.0,136.0,5.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,27.0,0.503377073,0.83,0.0991,0.0
2002-1150-1323,0.0,2002.0,97.3901,111.8788,68.4936,,,54.6649,6.1591,,,3.376190987,39.0751,48.7666,36.5385,70.7792,1150.0,53.2325,7.4004,33.047,45.1668,34.4887,69.0598,0.085,49.0,49.0,80.0,11.0,18.0,0.0,2.0,0.0,0.0,2.0,0.0,11.0,18.0,0.497352052,0.47,0.0987,97.3342,113.8693,70.1299,,,67.0759,10.9142,,,10.75637136,31.4024,49.037,37.8641,71.194,1323.0,56.5271,8.6667,30.6634,42.6648,33.6538,67.5325,0.1016,72.0,20.0,140.0,10.0,21.0,0.0,3.0,0.0,0.0,1.0,0.0,10.0,21.0,0.502647948,0.53,0.1099,0.0
2002-1153-1131,0.0,2002.0,88.0357,115.7842,68.7152,5.0,,48.7073,10.2265,5.0,,4.700663956,27.8609,50.7363,36.2218,70.9178,1153.0,44.8095,6.2249,28.4029,40.4942,29.5848,68.2848,0.0657,146.0,100.0,427.0,3.0,30.0,1.0,11.0,4.0,1.0,10.0,4.0,3.0,30.0,0.503261949,0.95,0.069,101.1011,99.5634,65.8612,,,53.3422,7.7994,,,9.102354527,32.0883,45.4167,35.8025,68.8172,1131.0,55.0218,10.3333,38.8068,42.8041,33.0893,68.2443,0.1041,106.0,106.0,129.0,9.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,22.0,0.496738051,0.05,0.0913,1.0
2002-1153-1417,2.0,2002.0,88.0357,115.7842,68.7152,5.0,,48.7073,10.2265,5.0,,4.700663956,27.8609,50.7363,36.2218,70.9178,1153.0,44.8095,6.2249,28.4029,40.4942,29.5848,68.2848,0.0657,146.0,100.0,427.0,3.0,30.0,1.0,11.0,4.0,1.0,10.0,4.0,3.0,30.0,0.50165018,0.71,0.069,96.7451,110.6811,68.5327,,5.0,52.9933,8.1152,,5.0,38.9685284,29.9163,50.6716,38.986,69.1834,1417.0,55.6858,6.1194,42.9283,49.3892,33.2947,71.5548,0.0805,58.0,58.0,133.0,11.0,19.0,0.0,5.0,4.0,0.0,5.0,4.0,11.0,19.0,0.49834982,0.29,0.0784,0.0
2002-1163-1214,0.0,2002.0,91.5948,108.1906,70.3456,10.0,,50.823,15.6499,13.0,,5.603853013,19.4334,50.4627,39.3862,69.6315,1163.0,55.7831,8.575,30.8891,40.5836,32.3442,71.151,0.091,286.0,149.0,623.0,6.0,24.0,1.0,14.0,7.0,1.0,9.0,7.0,6.0,24.0,0.504451547,0.89,0.1035,103.7417,107.6656,70.2842,,,50.3893,8.8716,,,1.999217029,31.864,53.4684,35.5,66.8774,1214.0,50.3614,6.703,33.0729,49.6498,30.2362,67.5325,0.0952,56.0,56.0,90.0,6.0,26.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,26.0,0.495548453,0.11,0.1131,1.0
2002-1163-1268,0.0,2002.0,91.5948,108.1906,70.3456,10.0,,50.823,15.6499,13.0,,4.087089223,19.4334,50.4627,39.3862,69.6315,1163.0,55.7831,8.575,30.8891,40.5836,32.3442,71.151,0.091,286.0,149.0,623.0,6.0,24.0,1.0,14.0,7.0,1.0,9.0,7.0,6.0,24.0,0.497467178,0.47,0.1035,91.5424,116.2551,75.418,4.0,2.0,65.928,13.6106,4.0,2.0,4.135486734,25.8007,51.9185,37.4138,72.5616,1268.0,53.1522,7.6739,31.1198,43.6673,31.6597,68.118,0.0941,271.0,143.0,475.0,4.0,26.0,1.0,11.0,7.0,1.0,8.0,5.0,4.0,26.0,0.502532822,0.53,0.1118,0.0
2002-1163-1301,0.0,2002.0,91.5948,108.1906,70.3456,10.0,,50.823,15.6499,13.0,,5.603853013,19.4334,50.4627,39.3862,69.6315,1163.0,55.7831,8.575,30.8891,40.5836,32.3442,71.151,0.091,286.0,149.0,623.0,6.0,24.0,1.0,14.0,7.0,1.0,9.0,7.0,6.0,24.0,0.501228043,0.65,0.1035,93.5746,109.9085,68.8094,,,63.2677,5.6648,25.0,,3.51489347,40.4712,51.4512,35.9638,75.5047,1301.0,54.8185,9.7625,29.7402,49.5673,31.4126,73.6626,0.0984,110.0,84.0,171.0,10.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,22.0,0.498771957,0.35,0.1136,1.0
2002-1163-1356,0.0,2002.0,91.5948,108.1906,70.3456,10.0,,50.823,15.6499,13.0,,4.087089223,19.4334,50.4627,39.3862,69.6315,1163.0,55.7831,8.575,30.8891,40.5836,32.3442,71.151,0.091,286.0,149.0,623.0,6.0,24.0,1.0,14.0,7.0,1.0,9.0,7.0,6.0,24.0,0.499692989,0.77,0.1035,94.6616,105.457,73.0735,,,56.0451,11.8257,,,14.11712824,28.4161,49.9339,36.6057,61.9318,1356.0,47.7245,6.7371,28.3094,42.047,35.9019,69.8824,0.0938,46.0,46.0,77.0,7.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,26.0,0.500307011,0.23,0.1036,1.0
2002-1166-1196,2.0,2002.0,99.2335,109.7891,68.6093,,,57.4794,10.6112,,,8.282075735,33.8436,51.157,37.1567,73.037,1166.0,54.4371,5.9504,32.1819,45.6706,38.8193,73.3229,0.1035,161.0,94.0,228.0,8.0,22.0,0.0,4.0,0.0,0.0,3.0,0.0,8.0,22.0,0.501381548,0.29,0.1174,90.4288,112.9069,71.4041,15.0,6.0,58.1839,12.0,14.0,6.0,13.30965124,34.6498,53.1829,35.2584,69.7234,1196.0,59.6953,7.1716,33.8401,44.4255,33.2779,68.4039,0.0993,84.0,64.0,159.0,8.0,22.0,1.0,3.0,2.0,1.0,3.0,2.0,8.0,22.0,0.498618452,0.71,0.1361,1.0
2002-1166-1228,0.0,2002.0,99.2335,109.7891,68.6093,,,57.4794,10.6112,,,8.282075735,33.8436,51.157,37.1567,73.037,1166.0,54.4371,5.9504,32.1819,45.6706,38.8193,73.3229,0.1035,161.0,94.0,228.0,8.0,22.0,0.0,4.0,0.0,0.0,3.0,0.0,8.0,22.0,0.498580076,0.26,0.1174,92.7977,111.9148,70.701,13.0,3.0,64.978,11.1111,16.0,3.0,3.316189473,35.8178,52.7419,36.7052,74.0139,1228.0,55.092,8.1452,35.2551,45.7053,34.0087,66.3158,0.0793,97.0,16.0,180.0,8.0,24.0,0.0,3.0,2.0,0.0,1.0,1.0,8.0,24.0,0.501419924,0.74,0.1049,0.0
2002-1172-1326,0.0,2002.0,95.7897,99.8067,66.7211,,,61.6085,9.1155,,,25.76770504,39.3881,46.7928,34.6278,69.0299,1172.0,48.1132,8.0967,32.3565,41.2455,33.7736,74.6711,0.1109,170.0,170.0,205.0,9.0,21.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,21.0,0.499078967,0.23,0.0898,96.7318,115.5508,68.1862,14.0,,58.5455,6.8306,12.0,,24.10179781,27.3796,52.589,37.5536,67.5472,1326.0,54.8431,8.8997,34.4478,49.9089,32.0624,70.1149,0.0744,273.0,56.0,336.0,7.0,23.0,1.0,6.0,2.0,1.0,3.0,1.0,7.0,23.0,0.500921033,0.77,0.0904,0.0
2002-1181-1231,0.0,2002.0,87.7504,118.5999,75.1685,1.0,1.0,57.1821,7.2251,1.0,1.0,5.911245226,37.5736,57.4329,36.2651,68.9845,1181.0,49.5516,7.4692,26.1916,46.2916,30.2703,68.8693,0.0919,226.0,167.0,635.0,3.0,29.0,9.0,17.0,12.0,9.0,17.0,12.0,3.0,29.0,0.502033939,0.62,0.1297,89.9224,109.6136,66.5739,,22.0,58.4949,12.5086,,22.0,2.328497657,33.0213,48.3696,40.0,69.4561,1231.0,48.2295,10.0155,27.359,42.8866,35.5839,66.4013,0.1075,24.0,24.0,41.0,11.0,20.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,20.0,0.497966061,0.38,0.1045,0.0
2002-1181-1323,0.0,2002.0,87.7504,118.5999,75.1685,1.0,1.0,57.1821,7.2251,1.0,1.0,1.619894586,37.5736,57.4329,36.2651,68.9845,1181.0,49.5516,7.4692,26.1916,46.2916,30.2703,68.8693,0.0919,226.0,167.0,635.0,3.0,29.0,9.0,17.0,12.0,9.0,17.0,12.0,3.0,29.0,0.503415448,0.71,0.1297,97.3342,113.8693,70.1299,,,67.0759,10.9142,,,10.75637136,31.4024,49.037,37.8641,71.194,1323.0,56.5271,8.6667,30.6634,42.6648,33.6538,67.5325,0.1016,72.0,20.0,140.0,10.0,21.0,0.0,3.0,0.0,0.0,1.0,0.0,10.0,21.0,0.496584552,0.29,0.1099,1.0
2002-1181-1457,0.0,2002.0,87.7504,118.5999,75.1685,1.0,1.0,57.1821,7.2251,1.0,1.0,1.619894586,37.5736,57.4329,36.2651,68.9845,1181.0,49.5516,7.4692,26.1916,46.2916,30.2703,68.8693,0.0919,226.0,167.0,635.0,3.0,29.0,9.0,17.0,12.0,9.0,17.0,12.0,3.0,29.0,0.507137529,0.95,0.1297,99.9754,95.3632,67.4639,,,49.037,11.6301,,,3.715824116,36.1794,47.642,30.5603,65.5914,1457.0,51.8692,9.8171,33.817,45.6625,30.4104,68.8372,0.0987,41.0,41.0,79.0,11.0,19.0,0.0,3.0,0.0,0.0,3.0,0.0,11.0,19.0,0.492862471,0.05,0.1108,1.0
2002-1194-1104,0.0,2002.0,99.9263,96.8669,71.2446,,,56.5968,8.1871,,,9.624408447,26.9051,45.0355,33.9114,66.7785,1194.0,56.3399,9.9291,30.8891,48.538,34.3925,68.8172,0.1076,63.0,63.0,28.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,0.495586827,0.11,0.1282,93.877,111.4954,69.9001,8.0,24.0,50.5495,8.0468,8.0,24.0,10.44961925,33.945,50.6579,30.8677,73.5782,1104.0,46.988,7.1637,32.7925,45.2085,31.7841,68.2422,0.0881,73.0,49.0,149.0,7.0,26.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,26.0,0.504413173,0.89,0.1053,0.0
2002-1196-1166,2.0,2002.0,90.4288,112.9069,71.4041,15.0,6.0,58.1839,12.0,14.0,6.0,13.30965124,34.6498,53.1829,35.2584,69.7234,1196.0,59.6953,7.1716,33.8401,44.4255,33.2779,68.4039,0.0993,84.0,64.0,159.0,8.0,22.0,1.0,3.0,2.0,1.0,3.0,2.0,8.0,22.0,0.498618452,0.71,0.1361,99.2335,109.7891,68.6093,,,57.4794,10.6112,,,8.282075735,33.8436,51.157,37.1567,73.037,1166.0,54.4371,5.9504,32.1819,45.6706,38.8193,73.3229,0.1035,161.0,94.0,228.0,8.0,22.0,0.0,4.0,0.0,0.0,3.0,0.0,8.0,22.0,0.501381548,0.29,0.1174,0.0
2002-1208-1293,0.0,2002.0,96.9263,114.569,70.9604,23.0,,56.9087,9.4293,,,8.993854701,30.1747,50.7961,32.2807,74.3066,1208.0,56.2882,9.022,36.3349,50.0414,31.0145,66.6058,0.1055,226.0,44.0,450.0,9.0,21.0,1.0,15.0,4.0,0.0,1.0,0.0,9.0,21.0,0.500115129,0.83,0.1259,104.2136,104.1288,70.7761,,,49.2974,12.5,,,5.263397406,31.0985,49.476,32.0066,71.8861,1293.0,57.6577,7.0359,31.8656,50.085,34.1818,70.5056,0.1074,39.0,39.0,86.0,12.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,19.0,0.499884871,0.17,0.1051,1.0
2002-1208-1356,0.0,2002.0,96.9263,114.569,70.9604,23.0,,56.9087,9.4293,,,8.993854701,30.1747,50.7961,32.2807,74.3066,1208.0,56.2882,9.022,36.3349,50.0414,31.0145,66.6058,0.1055,226.0,44.0,450.0,9.0,21.0,1.0,15.0,4.0,0.0,1.0,0.0,9.0,21.0,0.50053727,0.74,0.1259,94.6616,105.457,73.0735,,,56.0451,11.8257,,,4.393769285,28.4161,49.9339,36.6057,61.9318,1356.0,47.7245,6.7371,28.3094,42.047,35.9019,69.8824,0.0938,46.0,46.0,77.0,7.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,26.0,0.49946273,0.26,0.1036,0.0
2002-1211-1461,0.0,2002.0,96.3415,115.1777,70.1758,6.0,,57.8161,8.7981,6.0,,16.5583691,31.1695,50.1169,39.0706,73.2446,1211.0,50.0,7.7163,34.4152,41.791,33.2335,68.5668,0.0813,19.0,19.0,81.0,3.0,29.0,0.0,2.0,2.0,0.0,2.0,2.0,3.0,29.0,0.500460517,0.65,0.0804,96.6601,106.037,70.4124,,,51.8856,10.4355,,,6.2875095,25.1781,50.6349,30.8962,69.6822,1461.0,53.8787,8.8095,29.4493,43.1389,36.2205,70.8783,0.1068,40.0,40.0,78.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,0.499539483,0.35,0.096,0.0
2002-1214-1163,0.0,2002.0,103.7417,107.6656,70.2842,,,50.3893,8.8716,,,1.999217029,31.864,53.4684,35.5,66.8774,1214.0,50.3614,6.703,33.0729,49.6498,30.2362,67.5325,0.0952,56.0,56.0,90.0,6.0,26.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,26.0,0.495548453,0.11,0.1131,91.5948,108.1906,70.3456,10.0,,50.823,15.6499,13.0,,5.603853013,19.4334,50.4627,39.3862,69.6315,1163.0,55.7831,8.575,30.8891,40.5836,32.3442,71.151,0.091,286.0,149.0,623.0,6.0,24.0,1.0,14.0,7.0,1.0,9.0,7.0,6.0,24.0,0.504451547,0.89,0.1035,0.0
2002-1218-1462,0.0,2002.0,96.6259,110.4563,66.8943,25.0,,66.6248,9.1203,24.0,,62.090868,34.9233,48.9529,38.374,68.7055,1218.0,48.011,8.2024,29.9604,44.6328,33.2075,66.3921,0.0772,230.0,203.0,258.0,5.0,27.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,27.0,0.498925462,0.41,0.1046,92.009,109.1179,68.0282,22.0,,51.4801,10.6557,19.0,,13.86998016,31.9284,49.1942,35.6239,72.1019,1462.0,51.9256,8.7362,28.7307,43.7407,30.6839,66.8687,0.0898,13.0,5.0,49.0,5.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,25.0,0.501074538,0.59,0.0986,0.0
2002-1221-1242,0.0,2002.0,96.6499,96.6995,63.7588,,,63.1124,9.3551,,,4.999816642,25.629,42.9583,33.79,69.153,1221.0,64.4315,9.6774,32.6606,43.6876,38.3895,65.604,0.1047,164.0,40.0,194.0,14.0,18.0,0.0,3.0,1.0,0.0,1.0,0.0,14.0,18.0,0.493284531,0.05,0.1217,90.5399,115.0406,79.1217,2.0,7.0,61.3288,12.2449,2.0,7.0,5.058854654,21.791,52.5627,41.0959,71.9128,1242.0,52.5424,9.1058,31.1622,41.8677,36.4754,68.1621,0.1094,92.0,92.0,384.0,3.0,29.0,2.0,12.0,7.0,2.0,12.0,7.0,3.0,29.0,0.506715469,0.95,0.1159,0.0
2002-1227-1328,0.0,2002.0,103.9632,106.9515,68.9228,,,52.0356,3.5893,,,12.89895299,32.4532,44.7068,40.1695,65.8409,1227.0,55.9387,11.1564,31.0702,50.1669,33.7037,69.9104,0.0855,91.0,91.0,86.0,13.0,20.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0,20.0,0.497006675,0.11,0.0805,88.5941,110.4555,68.4844,3.0,25.0,51.1375,9.6264,3.0,25.0,2.516497594,29.5484,48.2265,35.0148,76.676,1328.0,55.4717,8.1518,28.9796,44.8994,29.9296,68.5611,0.0824,176.0,73.0,286.0,4.0,27.0,0.0,8.0,1.0,0.0,7.0,1.0,4.0,27.0,0.502993325,0.89,0.1293,0.0
2002-1228-1166,0.0,2002.0,92.7977,111.9148,70.701,13.0,3.0,64.978,11.1111,16.0,3.0,3.316189473,35.8178,52.7419,36.7052,74.0139,1228.0,55.092,8.1452,35.2551,45.7053,34.0087,66.3158,0.0793,97.0,16.0,180.0,8.0,24.0,0.0,3.0,2.0,0.0,1.0,1.0,8.0,24.0,0.501419924,0.74,0.1049,99.2335,109.7891,68.6093,,,57.4794,10.6112,,,8.282075735,33.8436,51.157,37.1567,73.037,1166.0,54.4371,5.9504,32.1819,45.6706,38.8193,73.3229,0.1035,161.0,94.0,228.0,8.0,22.0,0.0,4.0,0.0,0.0,3.0,0.0,8.0,22.0,0.498580076,0.26,0.1174,1.0
2002-1228-1242,0.0,2002.0,92.7977,111.9148,70.701,13.0,3.0,64.978,11.1111,16.0,3.0,3.441540046,35.8178,52.7419,36.7052,74.0139,1228.0,55.092,8.1452,35.2551,45.7053,34.0087,66.3158,0.0793,97.0,16.0,180.0,8.0,24.0,0.0,3.0,2.0,0.0,1.0,1.0,8.0,24.0,0.496392679,0.41,0.1049,90.5399,115.0406,79.1217,2.0,7.0,61.3288,12.2449,2.0,7.0,7.145694176,21.791,52.5627,41.0959,71.9128,1242.0,52.5424,9.1058,31.1622,41.8677,36.4754,68.1621,0.1094,92.0,92.0,384.0,3.0,29.0,2.0,12.0,7.0,2.0,12.0,7.0,3.0,29.0,0.503607321,0.59,0.1159,0.0
