game_id,div_adjde,div_adjoe,div_blockpct,div_distance,div_oppf3grate,div_oppfg2pct,div_oppfg3pct,div_rpi_norm,div_seed_norm,team1_teamname,Model_prediction,year,team1_win
2003-1139-1257,0.185765086,-0.025127778,-0.375975665,0.02481914,-0.078208214,0.194730898,0.285109779,-0.002379334,-0.48,Butler,0.72,2003,1
2003-1268-1462,-0.093139145,-0.117569743,0.49118427,0.120098081,0.098616305,-0.238312874,0.014034394,-0.002302582,-0.18,Maryland,0.763333333,2003,1
2003-1277-1196,-0.096913785,-0.264646612,0.009783376,-0.057965176,0.087722868,-0.144214226,0.021106499,-0.001611808,-0.3,Michigan St.,0.646666667,2003,1
2003-1266-1338,0.305788286,0.129587621,-0.121880547,-0.069818877,0.058322867,0.154299617,0.184409157,0.002149076,-0.06,Marquette,0.873333333,2003,1
2003-1277-1268,-0.002231987,-0.058910116,-0.31807198,-0.13395393,-0.037167496,0.165957716,0.070786936,-0.003607368,-0.06,Michigan St.,0.73,2003,1
2003-1242-1112,-0.059516615,-0.076599194,0.102789599,0.259308428,-0.044321028,-0.131178687,0.328442892,0.003146856,-0.06,Kansas,0.846666667,2003,1
2003-1266-1246,0.312043923,0.063897395,-0.205082009,0.013144768,0.092764372,0.032736619,-0.007240488,-0.00107454,-0.12,Marquette,0.72,2003,1
2003-1393-1328,0.145811001,0.059881116,0.404972949,-0.361267488,0.309749012,-0.045882986,-0.120372201,-0.00138155,-0.12,Syracuse,0.78,2003,1
2003-1393-1400,-0.066825993,-0.182077883,0.434750764,0.183637343,0.199863876,-0.036219799,-0.32921892,7.68E-05,-0.12,Syracuse,0.83,2003,1
2003-1393-1242,0.182482395,0.015555693,0.286754485,0.140291785,0.16410323,0.072882912,-0.453119852,-0.001228044,-0.06,Syracuse,0.726666667,2003,1
2004-1264-1196,-0.094970286,-0.309002995,0.123238458,0.101967268,-0.293403594,-0.064359675,-0.035609438,0.0062169,-0.42,Manhattan,0.81,2004,1
2004-1104-1390,0.203554174,0.053044717,-0.154839296,-0.493950674,0.117799982,0.189685564,0.223393585,-0.000767528,-0.42,Alabama,0.706666667,2004,1
2004-1393-1268,0.104244419,0.023886587,0.00620683,0.065199335,0.03886203,0.165604121,-0.563235305,0.001228044,-0.06,Syracuse,0.896666667,2004,1
2004-1228-1153,0.134216816,0.023931619,-0.269000064,0.088862378,-0.15779521,0.156173146,0.057418755,0.000844282,-0.06,Illinois,0.776666667,2004,1
2004-1435-1301,-0.032571826,-0.213251188,0.207616064,-0.077049492,0.182627336,-0.132424188,0.24389244,-0.0029166,-0.18,Vanderbilt,0.703333333,2004,1
2004-1462-1280,0.023297692,-0.089289735,-0.265835169,0.033965423,-0.006557112,0.16407891,-0.393826916,-0.001918818,-0.3,Xavier,0.726666667,2004,1
2004-1104-1393,0.065750995,0.056436179,-0.409474371,0.20039302,0.108730888,-0.037491688,0.514257685,-0.002302582,-0.18,Alabama,0.756666667,2004,1
2004-1462-1400,-0.027163433,-0.014680386,-0.204665013,-0.135279349,-0.013689595,0.149628989,-0.030923986,7.68E-05,-0.24,Xavier,0.77,2004,1
2004-1210-1329,-0.079030558,-0.093156846,0.124831598,0.127358327,0.096493752,-0.131579781,-0.115518365,-0.001995572,-0.06,Georgia Tech,0.723333333,2004,1
2005-1305-1400,-0.146946733,-0.242572558,0.069494044,0.34833489,-0.241932541,-0.067668697,-0.026648511,0.004835392,-0.06,Nevada,0.806666667,2005,1
2005-1137-1242,-0.008095887,-0.421104181,-0.069991232,0.277134863,0.045748928,0.03228275,0.045207295,-0.003223608,-0.66,Bucknell,0.636666667,2005,1
2005-1235-1278,0.054141626,0.00448067,-0.067537369,-0.020464576,0.233073949,0.040668771,-0.07232435,-0.000153506,-0.06,Iowa St.,0.796666667,2005,1
2005-1280-1390,-0.011484863,0.031519488,0.122046276,-0.47022192,0.268813545,0.092145956,-0.439517398,0.000767528,-0.06,Mississippi St.,0.83,2005,1
2005-1301-1150,-0.104028812,0.082290095,0.202681607,-0.030261373,-0.175101918,-0.181025111,0.223042176,-0.001228044,-0.18,North Carolina St.,0.786666667,2005,1
2005-1436-1393,0.146014461,-0.104673744,-0.463170669,0.052156431,-0.223159342,0.132909722,-0.016794418,0.0057564,-0.54,Vermont,0.8,2005,1
2005-1403-1211,-0.155197493,-0.284989755,-0.006955285,-0.122428064,-0.234343973,0.030509494,0.134450521,0.002379334,-0.18,Texas Tech,0.83,2005,1
2005-1428-1328,0.001360449,-0.031575777,-0.119474798,-0.247274616,0.241929033,-0.045112465,0.330082801,-0.001918818,-0.18,Utah,0.733333333,2005,1
2005-1452-1448,-0.037980219,-0.347862675,0.055182516,-0.0483924,-0.0889543,0.122338797,-0.063385386,0.003377112,-0.3,West Virginia,0.863333333,2005,1
2005-1301-1163,0.201883979,0.09651172,-0.453547677,0.14188781,-0.081951627,0.297194456,0.289407217,-0.005295896,-0.48,North Carolina St.,0.736666667,2005,1
2005-1437-1196,-0.003911291,-0.008474433,0.182590937,0.067518913,0.036304441,-0.112200631,0.009444115,0.005219146,-0.06,Villanova,0.843333333,2005,1
2005-1112-1329,-0.027728262,-0.131093374,0.182473323,0.119817386,0.169004399,-0.068713651,-0.024298463,0.001458302,-0.06,Arizona,0.9,2005,1
2005-1257-1449,-0.140949217,-0.14168149,0.272902722,-0.156853113,0.233793162,-0.434912023,-0.078056709,0.000383764,-0.18,Louisville,0.84,2005,1
2005-1452-1403,0.112774557,0.128990949,0.033990548,0.355483989,-0.03707277,0.166992115,-0.082061306,0.00330036,-0.06,West Virginia,0.84,2005,1
2005-1277-1181,0.134672323,0.086072771,-0.341749888,-0.115677481,0.446395869,0.280902671,0.355940641,0.002456086,-0.24,Michigan St.,0.796666667,2005,1
2005-1277-1246,0.146785787,0.235043793,-0.274522593,-0.026205287,-0.11420392,0.08351189,0.18615156,-0.00053727,-0.18,Michigan St.,0.743333333,2005,1
2006-1104-1266,0.115926669,-0.039689956,0.267743729,0.038394725,0.036020264,0.050706663,0.137349645,-0.009747302,-0.18,Alabama,0.693333333,2006,1
2006-1285-1305,0.267531726,0.022029023,-0.227872463,-0.028752056,0.096644611,0.199575685,0.37367215,0.002686342,-0.42,Montana,0.796666667,2006,1
2006-1401-1393,-0.199491046,-0.122720262,-0.420220046,0.012836885,-0.192545451,0.049054791,0.019642295,0.000614022,-0.42,Texas A&M,0.776666667,2006,1
2006-1133-1242,0.097205309,-0.109264179,-0.14594872,0.089181796,-0.028049285,0.341193359,-0.271434114,0.002532838,-0.54,Bradley,0.783333333,2006,1
2006-1137-1116,-0.046528577,-0.175745277,-0.555914933,-0.280573687,0.228891992,-0.006501937,-0.458229924,-0.000844282,-0.06,Bucknell,0.786666667,2006,1
2006-1206-1277,-0.206159677,-0.215333911,0.095738084,0.063923406,0.052779668,-0.236919602,-0.361226417,0.002686342,-0.3,George Mason,0.83,2006,1
2006-1301-1143,0.008867213,0.070063945,0.193074653,-0.122414888,-0.076685588,-0.101012233,-0.292401514,0.002149076,-0.18,North Carolina St.,0.836666667,2006,1
2006-1322-1234,0.408064913,0.081178371,-0.245707076,0.102520476,-0.143761797,0.299226312,0.179203912,0.003070104,-0.66,Northwestern St.,0.763333333,2006,1
2006-1449-1228,0.153739869,-0.006656272,0.093893677,0.222179043,-0.04585067,0.217466567,0.026289781,0.002225828,-0.06,Washington,0.826666667,2006,1
2006-1455-1397,-0.033364409,-0.147313287,-0.196907812,0.216574907,0.063648547,-0.426979871,-0.179672458,0.001458302,-0.3,Wichita St.,0.763333333,2006,1
2006-1133-1338,-0.010555628,-0.156913516,0.065201121,-0.155666217,-0.103436783,0.104458471,-0.26860088,-0.000921034,-0.48,Bradley,0.7,2006,1
2006-1206-1314,-0.071229233,-0.247872245,-0.007324167,0.008461704,0.119255948,-0.115340771,-0.103262978,0.000383764,-0.48,George Mason,0.816666667,2006,1
2006-1207-1326,0.140827748,0.060536892,0.225338409,0.09092523,0.205814043,-0.066581522,0.29287738,0.001151292,-0.3,Georgetown,0.783333333,2006,1
2006-1206-1455,-0.143761217,-0.105079031,0.245017428,-0.32249652,-0.021292197,-0.095175267,-0.145022073,0.001304798,-0.24,George Mason,0.896666667,2006,1
2006-1417-1272,0.048189661,0.076055997,-0.466896906,0.274716396,-0.153820246,0.166306034,0.200844846,0.000307012,-0.06,UCLA,0.81,2006,1
2006-1196-1437,-0.009708384,-0.056346115,0.026837457,-0.100573549,0.045229692,-0.115361881,-0.13623685,-0.000153506,-0.12,Florida,0.85,2006,1
2006-1206-1163,-0.003968989,-0.274736564,-0.530093236,-0.085799839,0.152339721,0.054538162,0.073371256,-0.000997786,-0.6,George Mason,0.726666667,2006,1
2006-1196-1417,0.027722189,0.043576768,0.320632765,-0.353873288,0.203765165,-0.049846423,-0.077639411,0.000767528,-0.06,Florida,0.893333333,2006,1
2007-1277-1266,-0.093737379,-0.050860671,0.302236811,-0.040129677,0.238610131,-0.157946401,-0.164378848,0.002839848,-0.06,Michigan St.,0.87,2007,1
2007-1345-1112,-0.215956126,-0.241021773,-0.045538139,-0.381488157,-0.158545998,-0.114058327,-0.16317088,-7.68E-05,-0.06,Purdue,0.766666667,2007,1
2007-1457-1323,-0.024305882,-0.152511652,0.111931442,0.010200523,0.173803827,0.092974531,-0.148829003,0.005372646,-0.3,Winthrop,0.843333333,2007,1
2007-1139-1268,0.210368566,0.150800441,-0.547056434,-0.047261012,0.029768379,0.062676138,0.208195149,-0.002456086,-0.06,Butler,0.816666667,2007,1
2007-1435-1450,0.238521969,0.12237408,-0.334479182,0.410960325,0.071349383,0.302070909,0.093247824,0.001458302,-0.18,Vanderbilt,0.773333333,2007,1
2007-1397-1438,-0.047400115,0.037792989,0.002448517,0.060066941,-0.026652961,0.389957885,-0.027175624,0.000230258,-0.06,Tennessee,0.883333333,2007,1
2007-1417-1242,0.136840539,0.019411546,-0.528901054,-0.353537989,-0.318783022,0.249131844,0.240114794,0.001458302,-0.06,UCLA,0.83,2007,1
2007-1207-1314,0.059893168,0.014365163,0.249508158,-0.055332,0.181080152,-0.110659588,-0.250100664,0.000767528,-0.06,Georgetown,0.803333333,2007,1
2008-1116-1231,0.016868963,-0.108720983,0.204280093,0.112107887,-0.021993867,0.135844038,-0.069205596,0.004988892,-0.06,Arkansas,0.873333333,2008,1
2008-1172-1211,-0.094372052,0.007804584,-0.236805808,-0.617453028,0.025330311,0.171330258,0.20935187,0.003070104,-0.18,Davidson,0.836666667,2008,1
2008-1360-1163,-0.033962642,-0.382373967,-0.582982272,0.287675932,-0.094272964,0.397937535,-0.03440147,-0.000767528,-0.54,San Diego,0.723333333,2008,1
2008-1373-1435,0.011864453,-0.121290501,0.023212796,0.126888005,0.024554965,0.05976821,0.142086344,0.003607368,-0.54,Siena,0.786666667,2008,1
2008-1437-1155,0.102045836,-0.140693603,-0.225060411,0.117546012,0.432499281,-0.025933862,0.444451765,-0.00260959,-0.42,Villanova,0.72,2008,1
2008-1443-1179,-0.05796789,-0.277995744,0.158672455,-0.125320648,-0.251959415,-0.172565204,-0.116528665,0.000921034,-0.42,Western Kentucky,0.833333333,2008,1
2008-1277-1338,-0.097369292,-0.045217616,0.165141244,-0.069488973,0.09532547,-0.065652674,-0.163902982,0.00168856,-0.06,Michigan St.,0.95,2008,1
2008-1452-1181,0.116977373,-0.134687479,0.289347347,-0.007332698,0.254481921,-0.09837346,0.221219243,0,-0.3,West Virginia,0.716666667,2008,1
2008-1172-1207,0.062556369,0.004446896,-0.276099694,-0.020525994,0.086059909,0.340876706,0.411038633,-0.000230258,-0.48,Davidson,0.673333333,2008,1
2008-1257-1397,-0.217568622,-0.177903992,0.250176422,0.04159807,-0.041051243,-0.378542553,-0.056833073,0.000997786,-0.06,Louisville,0.863333333,2008,1
2008-1172-1458,0.155355402,0.009988629,-0.047414623,0.012476194,0.179125999,0.281066275,0.307782976,0.005526148,-0.42,Davidson,0.816666667,2008,1
2009-1268-1143,-0.128018876,-0.227506586,0.309325749,-0.162257106,0.234428173,-0.084884052,-0.023207631,0.009670556,-0.18,Maryland,0.83,2009,1
2009-1276-1155,-0.000810803,-0.151934681,-0.364898531,-0.076720337,0.168372896,0.206626487,-0.330309752,0.003223608,-0.18,Michigan,0.826666667,2009,1
2009-1443-1228,0.428987893,0.148765564,-0.052456002,-0.070186212,0.015878807,0.21466419,0.386842664,0.001535056,-0.42,Western Kentucky,0.85,2009,1
2009-1112-1428,0.284537341,0.213760611,-0.180735838,0.094919204,0.503276802,0.389599012,0.007101389,0.001458302,-0.42,Arizona,0.806666667,2009,1
2009-1156-1448,0.036115675,-0.165320402,-0.276607574,-0.035831719,-0.176964853,0.018017543,0.17753472,0.00422138,-0.54,Cleveland St.,0.773333333,2009,1
2009-1173-1452,0.097329815,-0.296962601,-0.089338793,0.010439242,0.278212424,-0.11635406,0.068144048,-0.002839848,-0.3,Dayton,0.703333333,2009,1
2009-1373-1326,0.021369377,-0.081969243,-0.276800034,0.063505377,-0.280152543,0.20154421,-0.074154605,0.001151292,-0.06,Siena,0.816666667,2009,1
2009-1458-1199,0.17677944,0.20848344,-0.444544832,-0.124429846,-0.217349509,0.360947214,-0.008609519,0.000153506,-0.42,Wisconsin,0.856666667,2009,1
2009-1345-1449,-0.036953808,-0.038375588,0.330694139,-0.175772518,0.069942533,-0.190171098,-0.039116207,0.002839848,-0.06,Purdue,0.91,2009,1
2009-1281-1272,0.324054139,0.10862529,-0.312934371,0.002983284,0.060813798,0.3602453,0.023009964,0.001458302,-0.06,Missouri,0.843333333,2009,1
2009-1437-1181,-0.062711242,-0.148610767,0.040256185,-0.084648052,0.535465944,-0.087881699,-0.016494257,0.001842066,-0.06,Villanova,0.86,2009,1
2009-1437-1338,-0.023731943,-0.22114865,0.006682634,-0.068078558,0.259190132,0.001261334,0.052418499,0.004681888,-0.12,Villanova,0.893333333,2009,1
2009-1277-1257,0.146293839,0.088833787,-0.376520967,0.066975566,0.186216381,0.200335652,0.053890024,0.000614022,-0.06,Michigan St.,0.833333333,2009,1
2009-1277-1163,0.092902281,-0.038792133,-0.471029446,-0.150293929,0.1938681,0.326658997,0.090692788,0.000153506,-0.06,Michigan St.,0.776666667,2009,1
2010-1293-1435,-0.093202916,-0.120949947,0.088702607,-0.024669166,-0.058670194,-0.218595962,0.00854363,0.0029166,-0.54,Murray St.,0.896666667,2010,1
2010-1325-1207,0.148395247,-0.263292842,-0.320841263,-0.055893791,-0.03125592,0.052479919,-0.203092399,0.002225828,-0.66,Ohio,0.773333333,2010,1
2010-1330-1323,-0.254361485,-0.314288609,0.047468084,-0.127623387,0.058736852,-0.103556011,-0.352792603,0.00614015,-0.3,Old Dominion,0.89,2010,1
2010-1448-1400,-0.055696425,-0.196564069,-0.010424909,0.06221613,0.141260341,0.011647544,-0.216277554,-0.002225828,-0.06,Wake Forest,0.726666667,2010,1
2010-1449-1266,0.028050154,-0.064660122,0.245225926,0.184046092,-0.061525993,-0.220284776,-0.028464123,0.002302582,-0.3,Washington,0.846666667,2010,1
2010-1165-1396,0.470548401,0.23124423,0.10083827,0.02477403,-0.02531277,0.188951985,0.419604226,-0.001151292,-0.42,Cornell,0.723333333,2010,1
2010-1210-1329,-0.121019244,-0.088771869,0.362054402,-0.177318051,0.046296231,-0.113293083,-0.355362281,0.00053727,-0.18,Georgia Tech,0.81,2010,1
2010-1281-1155,0.013783658,-0.012152973,0.016802814,0.050216288,0.0859301,-0.110649033,0.165059703,0.007061144,-0.18,Missouri,0.826666667,2010,1
2010-1320-1242,0.013741144,-0.359323284,-0.512087548,0.003015676,0.129581032,0.246456128,0.010146933,0.003377112,-0.48,Northern Iowa,0.78,2010,1
2010-1449-1307,-0.083628148,-0.099475379,-0.015198982,0.49020617,-0.444111931,-0.170375022,-0.088093826,0.000690776,-0.48,Washington,0.773333333,2010,1
2010-1165-1458,0.323650255,0.019023146,0.025324509,-0.027986656,0.228376264,0.077843806,-0.008631482,7.68E-05,-0.48,Cornell,0.74,2010,1
2010-1277-1268,-0.113011421,-0.199370117,-0.051589932,-0.130260967,0.1822344,0.157075606,-0.081812392,-0.001918818,-0.06,Michigan St.,0.633333333,2010,1
2010-1462-1338,0.090293742,0.114772139,-0.081105789,-0.051346733,0.074731436,0.128181041,-0.114566632,0.000614022,-0.18,Xavier,0.846666667,2010,1
2010-1139-1393,-0.068644987,-0.212184496,-0.57147745,-0.16263389,-0.300820253,-0.006306668,0.109156399,0.002072324,-0.24,Butler,0.793333333,2010,1
2010-1397-1326,-0.084344813,-0.336683516,-0.07749182,-0.048989165,0.071216065,0.029322046,-0.291691375,0.002993352,-0.24,Tennessee,0.866666667,2010,1
2010-1139-1243,-0.057205674,-0.162500281,-0.367111819,0.166696386,0.04553141,0.051577459,-0.148148148,0.00260959,-0.18,Butler,0.886666667,2010,1
2010-1452-1246,0.095984549,0.114400626,-0.340947972,-0.074792248,-0.057894848,0.259628883,0.077822436,0.000614022,-0.06,West Virginia,0.806666667,2010,1
2011-1211-1385,0.022769304,-0.00929345,0.051279858,0.263451869,-0.148484041,-0.256583739,-0.015198436,-0.000997786,-0.3,Gonzaga,0.76,2011,1
2011-1287-1257,0.256490223,-0.137175489,-0.177426598,0.036831166,0.157591726,0.118343695,0.404830409,0.000921034,-0.54,Morehead St.,0.713333333,2011,1
2011-1350-1435,-0.11838641,-0.120308243,-0.036647563,0.150213637,-0.054432103,-0.045492448,-0.048318728,0.000767528,-0.42,Richmond,0.81,2011,1
2011-1199-1401,-0.169026702,-0.188410488,0.696747429,0.193110944,0.231021562,-0.326790935,-0.069674141,0.001765314,-0.18,Florida St.,0.863333333,2011,1
2011-1266-1462,0.056443458,0.067989665,0.042629857,0.045089741,-0.043117663,0.201950581,0.134113754,0.0063704,-0.3,Marquette,0.843333333,2011,1
2011-1139-1338,0.157672417,-0.18228334,-0.235945085,-0.098415812,0.087158023,0.252467253,-0.032878698,0.004681888,-0.42,Butler,0.8,2011,1
2011-1112-1400,0.24745599,-0.005437597,-0.282178218,-0.214359866,0.077025899,0.447456751,-0.0139319,0,-0.06,Arizona,0.75,2011,1
2011-1199-1323,-0.269687795,-0.566177133,0.425026196,0.00528353,0.228407839,-0.186608754,-0.346269575,0.003453864,-0.48,Florida St.,0.79,2011,1
2011-1266-1393,0.164508067,0.068445613,-0.501844407,0.01127941,-0.168744781,0.188814769,0.313303024,0.00107454,-0.48,Marquette,0.783333333,2011,1
2011-1112-1181,0.227705183,-0.082872695,-0.17355067,0.135051784,0.130731772,0.384675061,-0.230487653,0.002379334,-0.24,Arizona,0.74,2011,1
2011-1139-1458,0.025648111,-0.262000991,-0.240050895,-0.004250212,0.212974593,0.146805501,-0.352111748,0.000921034,-0.24,Butler,0.79,2011,1
2011-1163-1361,0.160490491,0.056866796,0.079090306,-0.093248532,0.09104177,-0.018418636,0.083247311,-0.000844282,-0.06,Connecticut,0.77,2011,1
2011-1246-1326,0.005991443,-0.183434467,0.342337959,0.029287686,-0.172014567,-0.234196388,-0.117890375,-0.000690776,-0.18,Kentucky,0.73,2011,1
2011-1139-1196,0.068812006,-0.083821178,-0.263044501,6.70E-05,0.078464324,0.030229784,0.08158544,-0.000307012,-0.36,Butler,0.72,2011,1
2011-1246-1314,0.088553703,0.199232207,0.125783205,0.061735419,-0.168309746,-0.105160385,-0.05630596,-0.002763096,-0.12,Kentucky,0.753333333,2011,1
2012-1250-1181,0.054849181,-0.21841015,-0.065447041,0.087985394,0.292544047,-0.054722876,0.108504828,0.001611808,-0.78,Lehigh,0.723333333,2012,1
2012-1301-1361,0.125644164,0.122945421,0.222360627,-0.464450535,-0.08222177,0.030768094,-0.033405811,0.003914374,-0.3,North Carolina St.,0.846666667,2012,1
2012-1313-1281,0.092704895,-0.687141152,0.26321023,0.225267025,0.080109741,-0.09289009,-0.39737029,-0.000767528,-0.78,Norfolk St.,0.703333333,2012,1
2012-1325-1276,-0.024858565,-0.206445748,0.122821461,-0.018775074,0.082891866,0.056744176,-0.37474834,-0.002072324,-0.54,Ohio,0.763333333,2012,1
2012-1378-1396,-0.257015575,-0.365228086,0.008077968,-0.048715827,0.126819958,-0.214627247,-0.244002255,0.001228044,-0.42,South Florida,0.826666667,2012,1
2012-1462-1323,0.015426522,-0.051659987,0.10127665,-0.047329346,0.267778581,0.014402423,-0.064732453,0.004835392,-0.18,Xavier,0.843333333,2012,1
2012-1153-1199,0.092370856,0.026830545,-0.271849539,-0.04048468,-0.186486524,0.153455209,0.10133755,0.00107454,-0.18,Cincinnati,0.786666667,2012,1
2012-1301-1207,0.236651351,0.040303515,-0.151102367,0.000147014,0.008872626,0.095001108,0.408498239,-0.000460516,-0.48,North Carolina St.,0.703333333,2012,1
2012-1325-1378,0.152604137,0.140457186,-0.114727455,-0.057238324,0.113909218,0.269862045,-0.052769908,0.00583315,-0.06,Ohio,0.88,2012,1
2012-1196-1266,0.229597058,0.242845563,0.006067831,0.064057771,-0.023716469,0.089612734,0.189482624,0.001228044,-0.24,Florida,0.85,2012,1
2012-1257-1277,-0.006295114,-0.295186657,0.018967988,-0.038251673,-0.135047047,-0.009663187,0.025455184,-0.001918818,-0.18,Louisville,0.66,2012,1
2012-1326-1393,-0.019589861,0.073829735,-0.536791908,0.113753916,-0.044114036,0.140873539,0.07619717,0.002072324,-0.06,Ohio St.,0.853333333,2012,1
2012-1242-1314,-0.058493242,-0.061201112,0.054631867,-0.103342092,-0.125083323,-0.192952365,0.15397568,0.002149076,-0.06,Kansas,0.876666667,2012,1
2013-1143-1424,0.139579658,0.015308018,-0.170979193,-0.099979217,-0.082193703,-0.050194741,0.149539142,-0.000767528,-0.42,California,0.693333333,2013,1
2013-1217-1307,0.325942977,-0.078330106,-0.044843145,0.532738038,-0.376449827,0.359400893,-0.095348956,-0.001535056,-0.66,Harvard,0.683333333,2013,1
2013-1332-1329,-0.001667158,-0.133834688,-0.140709535,0.395541528,-0.157791702,0.130666765,0.077500311,0.009900792,-0.42,Oregon,0.8,2013,1
2013-1455-1338,0.058748326,-0.178393714,0.044030537,-0.27441514,0.043065038,-0.021569331,0.129084214,0.00168856,-0.06,Wichita St.,0.83,2013,1
2013-1195-1207,0.429935348,-0.108847635,-0.042426705,0.206957238,0.134829529,0.291484152,0.041612674,0.001535056,-0.78,Florida Gulf Coast,0.786666667,2013,1
2013-1235-1323,0.103916454,0.075383334,-0.120875478,0.111536805,0.145379148,0.150130355,-0.107538454,0.00614015,-0.18,Iowa St.,0.813333333,2013,1
2013-1247-1243,0.053203281,-0.123713777,-0.109915959,0.281050508,-0.157577692,0.217139359,-0.223620537,0.00422138,-0.54,La Salle,0.8,2013,1
2013-1278-1417,-0.006547162,0.061443159,0.394419734,-0.418744536,0.136204804,-0.216252731,0.104163464,0.00897984,-0.3,Minnesota,0.843333333,2013,1
2013-1279-1458,0.295569734,0.155444352,0.152091397,0.006332306,0.403316797,0.177911358,0.167021736,-0.000153506,-0.42,Mississippi,0.793333333,2013,1
2013-1396-1301,0.030066534,-0.1105307,-0.033621667,0.036036284,-0.098858382,-0.010338713,0.377515685,-0.001151292,-0.06,Temple,0.73,2013,1
