game_id,season,team2_id,team1_id,win_or_lose,team1_seed_norm,numot,team2_seed_norm,team2_distance,team1_distance,team2_fg2pct,team1_fg2pct,team2_fg3pct,team1_fg3pct,team2_ftpct,team1_ftpct,team2_blockpct,team1_blockpct,team2_oppfg2pct,team1_oppfg2pct,team2_oppfg3pct,team1_oppfg3pct,team2_oppftpct,team1_oppftpct,team2_oppblockpct,team1_oppblockpct,team2_f3grate,team1_f3grate,team2_oppf3grate,team1_oppf3grate,team2_arate,team1_arate,team2_opparate,team1_opparate,team2_stlrate,team1_stlrate,team2_oppstlrate,team1_oppstlrate,team2_adjtempo,team1_adjtempo,team2_adjoe,team1_adjoe,team2_adjde,team1_adjde,team2_ap_preseason,team1_ap_preseason,team2_ap_final,team1_ap_final,team2_coaches_preseason,team1_coaches_preseason,team2_coaches_before_final,team1_coaches_before_final,team2_rpi_norm,team1_rpi_norm,team2_pt_school_ncaa,team1_pt_school_ncaa,team2_pt_overall_ncaa,team1_pt_overall_ncaa,team2_pt_school_s16,team1_pt_school_s16,team2_pt_overall_s16,team1_pt_overall_s16,team2_pt_school_ff,team1_pt_school_ff,team2_pt_overall_ff,team1_pt_overall_ff,team2_pt_career_school_wins,team1_pt_career_school_wins,team2_pt_career_school_losses,team1_pt_career_school_losses,team2_pt_career_overall_losses,team1_pt_career_overall_losses,team2_pt_team_season_wins,team1_pt_team_season_wins,team2_pt_team_season_losses,team1_pt_team_season_losses,team2_pt_coach_season_wins,team1_pt_coach_season_wins,team2_pt_coach_season_losses,team1_pt_coach_season_losses
2002-1172-1326,2002,1326,1172,0,0.23,0,0.77,24.10179781,25.76770504,52.589,46.7928,37.5536,34.6278,67.5472,69.0299,6.8306,9.1155,49.9089,41.2455,32.0624,33.7736,70.1149,74.6711,8.8997,8.0967,27.3796,39.3881,34.4478,32.3565,58.5455,61.6085,54.8431,48.1132,0.0904,0.0898,0.0744,0.1109,68.1862,66.7211,115.5508,99.8067,96.7318,95.7897,,,14,,,,12,,0.500921033,0.499078967,3,1,6,1,1,0,2,0,1,0,1,0,336,205,56,170,273,170,23,21,7,9,23,21,7,9
2002-1285-1332,2002,1332,1285,0,0.11,0,0.89,5.718782185,11.18125644,52.352,50.9,42.2096,34.8754,77.0784,67.6471,7.0243,9.935,46.4879,47.0752,34.3013,38.087,67.9767,68.0758,6.6009,8.9,34.8814,35.9795,26.0274,34.8063,57.085,59.4326,45.2563,60.4683,0.099,0.0755,0.0927,0.0923,72.3868,70.0751,116.6486,100.4848,95.8647,104.8021,,,11,,,,11,,0.501535052,0.498464948,1,0,2,0,0,0,0,0,0,0,0,0,181,57,57,55,137,55,23,16,8,14,23,16,8,14
2002-1443-1390,2002,1390,1443,0,0.47,0,0.53,32.00674493,4.086109853,50.6173,50.8026,34.0461,38.5965,69.9877,69.1928,10.1961,8.3048,45.098,46.3185,35.0746,32.8657,69.4486,66.3283,6.5844,8.2153,33.3516,39.2427,29.5969,29.934,58.3942,56.4838,51.114,45.8156,0.0701,0.0995,0.0986,0.091,71.2398,69.0067,113.9578,107.4561,96.3122,94.335,13,,24,19,13,,23,20,0.503300324,0.496699676,9,1,9,1,3,0,3,0,1,0,1,0,491,76,156,44,233,44,19,28,9,3,19,28,9,3
2002-1266-1409,2002,1409,1266,0,0.71,0,0.29,6.257754696,4.961183727,51.0526,50.3971,40.2262,37.9386,75.389,69.1667,11.2177,10.0983,46.3469,44.7721,34.8276,32.0814,68.0251,65.3716,9.0226,7.4368,31.7599,24.7691,29.9742,36.3481,60.5603,52.8129,51.9277,59.4901,0.1094,0.1259,0.0945,0.0925,71.285,66.3464,111.68,110.5513,98.0707,90.5247,,,,12,,,,10,0.499731365,0.500268635,0,0,0,0,0,0,0,0,0,0,0,0,26,56,6,34,6,34,26,26,6,6,26,26,6,6
2002-1425-1423,2002,1423,1425,0,0.77,1,0.23,43.80792548,5.541350349,46.4905,47.7411,37.3311,34.6552,68.855,69.242,9.0513,11.2281,45.3438,47.2807,32.0883,33.6842,67.2468,68.3688,8.6705,6.8105,32.8342,28.1144,33.8895,36.8421,57.7806,55.4455,54.7887,58.4535,0.128,0.1236,0.0931,0.0694,64.534,71.328,104.5005,110.6461,93.829,91.1034,,20,,18,,20,,16,0.498656829,0.501343171,1,2,1,2,0,1,0,1,0,0,0,0,135,104,102,85,102,85,22,22,9,9,22,22,9,9
2002-1337-1448,2002,1448,1337,0,0.41,0,0.59,41.26094255,5.291288295,52.8839,49.5746,36.6412,36.4516,73.8192,71.4729,9.9499,12.603,49.32,43.7397,34.4307,36.7893,68.7764,72.1704,6.5323,5.7231,31.2798,32.4098,34.2897,33.0022,55.2448,48.4429,53.2979,57.3901,0.0879,0.0933,0.1039,0.0752,71.5241,74.1163,115.7479,108.5752,100.3366,96.7807,,,,,,,,,0.499923247,0.500076753,0,0,5,0,0,0,0,0,0,0,0,0,185,22,12,8,90,8,20,22,12,8,20,22,12,8
2002-1211-1461,2002,1461,1211,0,0.65,0,0.35,6.2875095,16.5583691,50.6349,50.1169,30.8962,39.0706,69.6822,73.2446,10.4355,8.7981,43.1389,41.791,36.2205,33.2335,70.8783,68.5668,8.8095,7.7163,25.1781,31.1695,29.4493,34.4152,51.8856,57.8161,53.8787,50,0.096,0.0804,0.1068,0.0813,70.4124,70.1758,106.037,115.1777,96.6601,96.3415,,,,6,,,,6,0.499539483,0.500460517,0,2,0,2,0,2,0,2,0,0,0,0,78,81,40,19,40,19,21,29,8,3,21,29,8,3
2002-1335-1143,2002,1143,1335,0,0.35,0,0.65,42.33848513,4.831365486,51.6746,53.0948,31.4286,39.8801,67.713,73.2348,11.9891,9.2308,46.1399,44.8718,34.3701,33.5559,66.6174,71.8808,7.0973,7.9304,32.1796,39.2122,36.8693,33.8609,58.3234,68.8344,59.6708,55.0964,0.1143,0.0979,0.0729,0.1035,68.0084,66.893,108.4214,106.9622,93.0913,95.1915,,,,,,,,,0.499347601,0.500652399,2,5,5,5,1,0,2,0,0,0,0,0,301,231,69,128,202,128,22,25,8,6,22,25,8,6
2002-1131-1153,2002,1153,1131,0,0.05,0,0.95,4.700663956,9.102354527,50.7363,45.4167,36.2218,35.8025,70.9178,68.8172,10.2265,7.7994,40.4942,42.8041,29.5848,33.0893,68.2848,68.2443,6.2249,10.3333,27.8609,32.0883,28.4029,38.8068,48.7073,53.3422,44.8095,55.0218,0.069,0.0913,0.0657,0.1041,68.7152,65.8612,115.7842,99.5634,88.0357,101.1011,,,5,,,,5,,0.503261949,0.496738051,10,1,11,1,4,0,4,0,1,0,1,0,427,129,100,106,146,106,30,22,3,9,30,22,3,9
2002-1214-1163,2002,1163,1214,0,0.11,0,0.89,5.603853013,1.999217029,50.4627,53.4684,39.3862,35.5,69.6315,66.8774,15.6499,8.8716,40.5836,49.6498,32.3442,30.2362,71.151,67.5325,8.575,6.703,19.4334,31.864,30.8891,33.0729,50.823,50.3893,55.7831,50.3614,0.1035,0.1131,0.091,0.0952,70.3456,70.2842,108.1906,107.6656,91.5948,103.7417,,,10,,,,13,,0.504451547,0.495548453,9,1,14,1,7,0,7,0,1,0,1,0,623,90,149,56,286,56,24,26,6,6,24,26,6,6
2002-1196-1166,2002,1166,1196,0,0.71,2,0.29,8.282075735,13.30965124,51.157,53.1829,37.1567,35.2584,73.037,69.7234,10.6112,12,45.6706,44.4255,38.8193,33.2779,73.3229,68.4039,5.9504,7.1716,33.8436,34.6498,32.1819,33.8401,57.4794,58.1839,54.4371,59.6953,0.1174,0.1361,0.1035,0.0993,68.6093,71.4041,109.7891,112.9069,99.2335,90.4288,,6,,15,,6,,14,0.501381548,0.498618452,3,3,4,3,0,2,0,2,0,1,0,1,228,159,94,64,161,84,22,22,8,8,22,22,8,8
2002-1293-1208,2002,1208,1293,0,0.17,0,0.83,8.993854701,5.263397406,50.7961,49.476,32.2807,32.0066,74.3066,71.8861,9.4293,12.5,50.0414,50.085,31.0145,34.1818,66.6058,70.5056,9.022,7.0359,30.1747,31.0985,36.3349,31.8656,56.9087,49.2974,56.2882,57.6577,0.1259,0.1051,0.1055,0.1074,70.9604,70.7761,114.569,104.1288,96.9263,104.2136,,,23,,,,,,0.500115129,0.499884871,1,1,15,1,0,0,4,0,0,0,1,0,450,86,44,39,226,39,21,19,9,12,21,19,9,12
2002-1361-1228,2002,1228,1361,0,0.23,0,0.77,3.316189473,30.75193536,52.7419,50.104,36.7052,35.75,74.0139,65.6676,11.1111,9.6463,45.7053,47.4277,34.0087,33.3333,66.3158,68.0745,8.1452,7.8309,35.8178,21.7037,35.2551,30.9656,64.978,51.5012,55.092,56.1856,0.1049,0.094,0.0793,0.111,70.701,71.2003,111.9148,104.1575,92.7977,95.2062,3,,13,,3,,16,,0.504528294,0.495471706,1,0,3,7,1,0,2,4,0,0,0,3,180,225,16,48,97,129,24,21,8,11,24,21,8,11
2002-1373-1268,2002,1268,1373,0,0.05,0,0.95,0.134728553,5.040970851,51.9185,45.6127,37.4138,34.626,72.5616,74.4032,13.6106,11.3308,43.6673,42.6616,31.6597,33.6399,68.118,69.6471,7.6739,10.5144,25.8007,35.3229,31.1198,36.657,65.928,54.5135,53.1522,57.8947,0.1118,0.0778,0.0941,0.102,75.418,67.7359,116.2551,98.6102,91.5424,99.6885,2,,4,,2,,4,,0.502763074,0.497236926,8,0,11,0,5,0,7,0,1,0,1,0,475,16,143,18,271,18,26,16,4,18,26,16,4,18
2002-1270-1280,2002,1280,1270,0,0.17,0,0.83,7.94384037,4.423231426,53.1117,46.7756,34.8457,36.7033,65.285,65.3846,9.0375,13.3097,47.0242,44.3656,30.0985,33.4052,68.7813,61.9938,6.7185,7.8246,28.0407,28.1211,34.3147,29.164,60.0212,52.18,46.6042,48.855,0.1191,0.1218,0.1114,0.1118,69.2387,66.805,109.3856,102.3383,91.6294,95.3549,,,17,,,,18,,0.506331771,0.493668229,0,0,0,1,0,0,0,0,0,0,0,0,78,114,49,8,49,62,26,21,7,8,26,21,7,8
2002-1277-1301,2002,1301,1277,0,0.41,0,0.59,3.51489347,8.365067687,51.4512,48.8294,35.9638,39.3013,75.5047,77.0035,5.6648,8.9337,49.5673,46.0134,31.4126,29.7533,73.6626,72.1925,9.7625,8.7793,40.4712,27.6904,29.7402,39.8266,63.2677,57.3298,54.8185,57.1637,0.1136,0.0776,0.0984,0.1109,68.8094,64.5618,109.9085,111.2209,93.5746,95.8615,,15,,,,15,25,,0.500959409,0.499040591,0,4,1,4,0,4,0,4,0,3,0,3,171,167,84,64,110,64,22,19,10,11,22,19,10,11
2002-1227-1328,2002,1328,1227,0,0.11,0,0.89,2.516497594,12.89895299,48.2265,44.7068,35.0148,40.1695,76.676,65.8409,9.6264,3.5893,44.8994,50.1669,29.9296,33.7037,68.5611,69.9104,8.1518,11.1564,29.5484,32.4532,28.9796,31.0702,51.1375,52.0356,55.4717,55.9387,0.1293,0.0805,0.0824,0.0855,68.4844,68.9228,110.4555,106.9515,88.5941,103.9632,25,,3,,25,,3,,0.502993325,0.497006675,7,1,8,1,1,0,1,0,0,0,0,0,286,86,73,91,176,91,27,20,4,13,27,20,4,13
2002-1148-1338,2002,1338,1148,0,0.17,0,0.83,0.04539456,7.336922914,54.7988,48.8776,32.2581,35.0126,60.4527,73.6011,11.9175,8.2665,44.6142,46.6292,28.8217,30.832,69.5222,62.1505,9.4427,7.3135,34.5491,22.3285,32.4213,32.9747,63.5776,51.5971,54.902,52.4675,0.0991,0.0989,0.0792,0.1063,65.6775,65.6751,110.257,98.4339,91.6547,96.3931,,,9,,,,7,,0.503377073,0.496622927,0,1,1,1,0,0,0,0,0,0,0,0,136,97,34,78,95,78,27,27,5,4,27,27,5,4
2002-1403-1356,2002,1356,1403,0,0.65,0,0.35,4.393769285,16.41920578,49.9339,48.7275,36.6057,37.6289,61.9318,68.2292,11.8257,8.8332,42.047,44.8253,35.9019,35.4839,69.8824,68.1452,6.7371,7.0764,28.4161,19.4097,28.3094,26.8916,56.0451,63.1579,47.7245,55.2392,0.1036,0.1041,0.0938,0.0822,73.0735,71.3679,105.457,112.4064,94.6616,96.9711,,,,,,,,,0.500652399,0.499347601,0,0,0,24,0,0,0,14,0,0,0,5,77,784,46,8,46,300,26,23,7,8,26,23,7,8
2002-1130-1400,2002,1400,1130,0,0.35,0,0.65,2.663463031,27.35103941,48.2603,45.8723,36.7647,33.7043,68.6732,69.5876,9.5342,8.1839,47.3071,46.6095,36.5559,32.973,65.3955,65.8098,8.3119,9.3458,25.9542,32.8803,32.5147,30.1959,54.373,53.5581,52.13,52.4968,0.0869,0.1139,0.091,0.1047,70.6207,70.708,113.6185,107.0112,99.4373,97.6867,23,17,,,23,17,,,0.499385978,0.500614022,3,1,9,3,0,0,1,0,0,0,0,0,290,217,42,72,176,198,20,20,11,11,20,20,11,11
2002-1279-1417,2002,1417,1279,0,0.47,0,0.53,38.9685284,11.31197218,50.6716,50.6764,38.986,37.8689,69.1834,73.5736,8.1152,5.1818,49.3892,48.3636,33.2947,31.6129,71.5548,67.8233,6.1194,11.5505,29.9163,38.8288,42.9283,29.7125,52.9933,57.6602,55.6858,51.8409,0.0784,0.1075,0.0805,0.1085,68.5327,66.4878,110.6811,112.3212,96.7451,94.8577,5,,,,5,,,,0.500614022,0.499385978,5,2,5,2,4,1,4,1,0,0,0,0,133,86,58,45,58,45,19,20,11,10,19,20,11,10
2002-1385-1458,2002,1458,1385,0,0.47,0,0.53,13.05548428,3.720773355,47.6054,43.9074,35.7639,28.719,71.8354,66.9544,5.1925,9.7403,51.1191,46.1039,34.7826,33.1461,68.7251,72.1024,9.1954,9.1899,35.5556,24.7824,32.1385,30.2378,55.6188,46.9388,51.1258,57.3154,0.0912,0.1393,0.1002,0.0992,64.6828,70.725,107.4935,99.3518,95.4425,91.7203,,,,,,,,,0.499769742,0.500230258,0,2,0,8,0,1,0,2,0,0,0,0,48,340,12,43,39,184,18,20,12,11,18,20,12,11
2002-1218-1462,2002,1462,1218,0,0.41,0,0.59,13.86998016,62.090868,49.1942,48.9529,35.6239,38.374,72.1019,68.7055,10.6557,9.1203,43.7407,44.6328,30.6839,33.2075,66.8687,66.3921,8.7362,8.2024,31.9284,34.9233,28.7307,29.9604,51.4801,66.6248,51.9256,48.011,0.0986,0.1046,0.0898,0.0772,68.0282,66.8943,109.1179,110.4563,92.009,96.6259,,,22,25,,,19,24,0.501074538,0.498925462,0,2,1,2,0,0,0,0,0,0,0,0,49,258,5,203,13,230,25,27,5,5,25,27,5,5
2002-1461-1112,2002,1112,1461,0,0.26,0,0.74,5.208529584,6.2875095,50,50.6349,37.6093,30.8962,73.0769,69.6822,7.2512,10.4355,47.8576,43.1389,34.7826,36.2205,70.1258,70.8783,8.4934,8.8095,33.6275,25.1781,31.9731,29.4493,56.4706,51.8856,54.8255,53.8787,0.0835,0.096,0.0839,0.1068,72.8207,70.4124,117.3877,106.037,96.9262,96.6601,,,7,,,,8,,0.501535052,0.498464948,17,0,22,0,8,0,10,0,4,0,5,0,656,78,144,40,239,40,22,21,9,8,22,21,9,8
2002-1323-1181,2002,1181,1323,0,0.29,0,0.71,1.619894586,10.75637136,57.4329,49.037,36.2651,37.8641,68.9845,71.194,7.2251,10.9142,46.2916,42.6648,30.2703,33.6538,68.8693,67.5325,7.4692,8.6667,37.5736,31.4024,26.1916,30.6634,57.1821,67.0759,49.5516,56.5271,0.1297,0.1099,0.0919,0.1016,75.1685,70.1299,118.5999,113.8693,87.7504,97.3342,1,,1,,1,,1,,0.503415448,0.496584552,17,1,17,3,12,0,12,0,9,0,9,0,635,140,167,20,226,72,29,21,3,10,29,21,3,10
2002-1423-1231,2002,1231,1423,0,0.26,0,0.74,34.94733381,43.80792548,48.3696,46.4905,40,37.3311,69.4561,68.855,12.5086,9.0513,42.8866,45.3438,35.5839,32.0883,66.4013,67.2468,10.0155,8.6705,33.0213,32.8342,27.359,33.8895,58.4949,57.7806,48.2295,54.7887,0.1045,0.128,0.1075,0.0931,66.5739,64.534,109.6136,104.5005,89.9224,93.829,22,,,,22,,,,0.501304795,0.498695205,1,1,1,1,0,0,0,0,0,0,0,0,41,135,24,102,24,102,20,22,11,9,20,22,11,9
2002-1390-1242,2002,1242,1390,0,0.29,0,0.71,5.058854654,32.00674493,52.5627,50.6173,41.0959,34.0461,71.9128,69.9877,12.2449,10.1961,41.8677,45.098,36.4754,35.0746,68.1621,69.4486,9.1058,6.5844,21.791,33.3516,31.1622,29.5969,61.3288,58.3942,52.5424,51.114,0.1159,0.0701,0.1094,0.0986,79.1217,71.2398,115.0406,113.9578,90.5399,96.3122,7,13,2,24,7,13,2,23,0.503799192,0.496200808,12,9,12,9,7,3,7,3,2,1,2,1,384,491,92,156,92,233,29,19,3,9,29,19,3,9
2002-1104-1245,2002,1245,1104,0,0.74,0,0.26,6.819654973,10.44961925,50.7947,50.6579,36.5812,30.8677,73.1034,73.5782,5.4849,8.0468,46.1844,45.2085,32.4717,31.7841,68.9051,68.2422,5.5978,7.1637,28.7894,33.945,32.9782,32.7925,48.4721,50.5495,50.6394,46.988,0.0974,0.1053,0.0717,0.0881,66.1658,69.9001,113.6686,111.4954,96.201,93.877,,24,,8,,24,,8,0.500997786,0.499002214,0,0,0,2,0,0,0,0,0,0,0,0,27,149,5,49,5,73,27,26,5,7,27,26,5,7
2002-1409-1246,2002,1246,1409,0,0.26,0,0.74,5.718572613,6.257754696,50.9105,51.0526,31.5089,40.2262,67.6948,75.389,12.3344,11.2177,45.1159,46.3469,33.6538,34.8276,67.9117,68.0251,7.8385,9.0226,34.8633,31.7599,34.0611,29.9742,51.1682,60.5603,52.8477,51.9277,0.1055,0.1094,0.0987,0.0945,69.3445,71.285,109.8256,111.68,91.1143,98.0707,4,,16,,4,,15,,0.499078967,0.500921033,4,0,8,0,3,0,6,0,1,0,1,0,254,26,42,6,104,6,20,26,9,6,20,26,9,6
2002-1326-1281,2002,1281,1326,0,0.74,0,0.26,16.6485203,24.10179781,49.6829,52.589,39.0887,37.5536,68.9704,67.5472,9.7222,6.8306,47.4747,49.9089,36.414,32.0624,66.8831,70.1149,7.8224,8.8997,37.0173,27.3796,25.4588,34.4478,52.2793,58.5455,54.8999,54.8431,0.1029,0.0904,0.101,0.0744,70.5889,68.1862,112.3241,115.5508,99.0919,96.7318,8,,,14,8,,,12,0.498925462,0.501074538,2,3,2,6,0,1,0,2,0,1,0,1,59,336,37,56,37,273,21,23,11,7,21,23,11,7
2002-1448-1332,2002,1332,1448,0,0.35,0,0.65,5.718782185,41.26094255,52.352,52.8839,42.2096,36.6412,77.0784,73.8192,7.0243,9.9499,46.4879,49.32,34.3013,34.4307,67.9767,68.7764,6.6009,6.5323,34.8814,31.2798,26.0274,34.2897,57.085,55.2448,45.2563,53.2979,0.099,0.0879,0.0927,0.1039,72.3868,71.5241,116.6486,115.7479,95.8647,100.3366,,,11,,,,11,,0.499539483,0.500460517,1,0,2,5,0,0,0,0,0,0,0,0,181,185,57,12,137,90,23,20,8,12,23,20,8,12
2002-1301-1163,2002,1163,1301,0,0.35,0,0.65,5.603853013,3.51489347,50.4627,51.4512,39.3862,35.9638,69.6315,75.5047,15.6499,5.6648,40.5836,49.5673,32.3442,31.4126,71.151,73.6626,8.575,9.7625,19.4334,40.4712,30.8891,29.7402,50.823,63.2677,55.7831,54.8185,0.1035,0.1136,0.091,0.0984,70.3456,68.8094,108.1906,109.9085,91.5948,93.5746,,,10,,,,13,25,0.501228043,0.498771957,9,0,14,1,7,0,7,0,1,0,1,0,623,171,149,84,286,110,24,22,6,10,24,22,6,10
2002-1166-1228,2002,1228,1166,0,0.26,0,0.74,3.316189473,8.282075735,52.7419,51.157,36.7052,37.1567,74.0139,73.037,11.1111,10.6112,45.7053,45.6706,34.0087,38.8193,66.3158,73.3229,8.1452,5.9504,35.8178,33.8436,35.2551,32.1819,64.978,57.4794,55.092,54.4371,0.1049,0.1174,0.0793,0.1035,70.701,68.6093,111.9148,109.7891,92.7977,99.2335,3,,13,,3,,16,,0.501419924,0.498580076,1,3,3,4,1,0,2,0,0,0,0,0,180,228,16,94,97,161,24,22,8,8,24,22,8,8
